# 
#     Collection of chess-game-results from the FIDE World Cup 2017.
#     The raw-data was downloaded from:
#       - http://theweekinchess.com/chessnews/events/fide-world-cup-2017
#       - http://theweekinchess.com/chessnews/events/fide-world-cup-2015
#       - http://theweekinchess.com/chessnews/events/fide-world-cup-tromso-2013
#       - http://theweekinchess.com/chessnews/events/fide-world-cup-khanty-mansiysk-2011
# 
#     The column-attributes are
#       1: id of player with white pieces
#       2: id of player with black pieces
#       3: result (0 = white lost, 0.5 = tie, 1 = white won)
#     The names corresponding to the id's can be found in chess-games-names.csv
#     where each row is on the form "id, name (country)". The Elo-ratings of each id
#     can be found in chess-games-elo.csv
#     
0 1 0.0
2 3 1.0
4 5 0.0
6 7 1.0
8 9 0.0
10 11 1.0
12 13 0.0
14 15 1.0
16 17 0.5
18 19 1.0
20 21 0.5
22 23 1.0
24 25 0.0
26 27 1.0
28 29 0.5
30 31 1.0
32 33 1.0
34 35 0.0
36 37 0.5
38 39 1.0
40 41 0.0
42 43 1.0
44 45 0.0
46 47 1.0
48 49 0.0
50 51 0.5
52 53 1.0
54 55 1.0
56 57 0.5
58 59 0.5
60 61 0.5
62 63 1.0
64 65 0.0
66 67 1.0
68 69 0.5
70 71 1.0
72 73 0.5
74 75 0.5
76 77 1.0
78 79 1.0
80 81 0.5
82 83 1.0
84 85 0.5
86 87 0.5
88 89 0.5
90 91 1.0
92 93 0.5
94 95 0.5
96 97 0.0
98 99 1.0
100 101 0.5
102 103 0.5
104 105 1.0
106 107 1.0
108 109 0.0
110 111 0.5
112 113 0.0
114 115 0.0
116 117 1.0
118 119 0.5
120 121 0.5
122 123 0.5
124 125 0.5
126 127 0.5
1 0 1.0
3 2 0.0
5 4 1.0
7 6 0.5
9 8 1.0
11 10 0.5
13 12 1.0
15 14 1.0
17 16 1.0
19 18 0.0
21 20 0.5
23 22 0.0
25 24 0.0
27 26 0.0
29 28 1.0
31 30 0.5
33 32 0.0
35 34 0.5
37 36 1.0
39 38 0.5
41 40 0.5
43 42 0.5
45 44 1.0
47 46 0.5
49 48 1.0
51 50 0.5
53 52 0.5
55 54 0.0
57 56 1.0
59 58 0.5
61 60 0.5
63 62 0.0
65 64 1.0
67 66 0.0
69 68 0.5
71 70 0.5
73 72 1.0
75 74 0.5
77 76 0.0
79 78 0.5
81 80 0.5
83 82 0.0
85 84 0.5
87 86 0.5
89 88 1.0
91 90 0.5
93 92 0.0
95 94 0.5
97 96 0.5
99 98 0.0
101 100 1.0
103 102 0.5
105 104 0.0
107 106 0.0
109 108 0.5
111 110 1.0
113 112 0.5
115 114 1.0
117 116 1.0
119 118 1.0
121 120 0.5
123 122 0.0
125 124 0.5
127 126 0.5
14 15 0.5
21 20 0.5
24 25 0.0
50 51 1.0
59 58 0.5
60 61 0.5
68 69 1.0
74 75 1.0
80 81 0.5
85 84 0.5
86 87 0.5
95 94 1.0
102 103 0.5
116 117 0.5
121 120 0.5
124 125 0.5
126 127 1.0
15 14 0.0
20 21 0.5
25 24 0.5
51 50 1.0
58 59 0.0
61 60 1.0
69 68 0.5
75 74 0.0
81 80 0.5
84 85 0.5
87 86 0.5
94 95 0.0
103 102 0.5
117 116 1.0
120 121 0.5
125 124 1.0
127 126 0.5
21 20 1.0
50 51 1.0
80 81 0.0
84 85 0.5
87 86 0.5
102 103 0.5
120 121 0.0
20 21 0.0
51 50 0.0
81 80 0.0
85 84 1.0
86 87 0.5
103 102 0.0
121 120 0.5
80 81 0.5
87 86 0.0
81 80 0.5
86 87 1.0
80 81 1.0
1 126 0.5
125 2 0.0
5 122 0.5
121 6 0.5
9 119 1.0
117 10 0.5
13 115 1.0
113 14 0.5
17 111 0.5
109 18 0.0
21 106 1.0
104 22 1.0
25 102 0.0
101 26 0.5
29 98 0.5
97 30 0.0
32 95 0.5
92 35 0.5
37 90 0.5
89 38 0.0
41 86 0.5
85 42 1.0
45 82 0.5
80 46 0.5
49 78 0.5
76 50 1.0
52 74 0.0
73 54 0.0
57 70 0.5
68 59 1.0
61 66 1.0
65 62 0.5
126 1 0.5
2 125 0.5
122 5 0.5
6 121 0.5
119 9 0.5
10 117 0.5
115 13 0.5
14 113 1.0
111 17 0.5
18 109 0.5
106 21 0.5
22 104 0.5
102 25 0.0
26 101 1.0
98 29 0.5
30 97 0.5
95 32 0.5
35 92 0.0
90 37 0.5
38 89 0.5
86 41 0.5
42 85 0.0
82 45 0.0
46 80 1.0
78 49 0.5
50 76 1.0
74 52 1.0
54 73 0.5
70 57 0.0
59 68 1.0
66 61 0.5
62 65 0.0
126 1 0.5
122 5 0.0
121 6 0.5
117 10 0.0
111 17 0.5
25 102 0.5
29 98 0.5
32 95 0.5
90 37 0.0
86 41 0.5
78 49 0.0
50 76 1.0
68 59 1.0
1 126 1.0
5 122 0.5
6 121 0.5
10 117 1.0
17 111 0.5
102 25 1.0
98 29 1.0
95 32 1.0
37 90 1.0
41 86 0.0
49 78 0.5
76 50 0.0
59 68 0.0
6 121 1.0
17 111 1.0
121 6 0.5
111 17 0.0
65 1 1.0
2 61 0.0
68 5 0.5
6 57 0.5
54 9 0.5
10 74 1.0
50 13 0.5
14 49 1.0
46 17 0.5
18 45 1.0
85 21 0.5
104 86 0.5
38 102 0.5
26 37 0.5
92 98 0.5
30 95 1.0
1 65 0.5
61 2 0.0
5 68 0.5
57 6 0.5
9 54 1.0
74 10 0.5
13 50 1.0
49 14 1.0
17 46 0.5
45 18 0.0
21 85 0.5
86 104 0.5
102 38 0.5
37 26 0.5
98 92 1.0
95 30 1.0
61 2 0.0
68 5 1.0
57 6 0.0
49 14 0.0
17 46 1.0
21 85 0.0
104 86 0.0
38 102 0.0
26 37 1.0
95 30 0.5
2 61 1.0
5 68 0.5
6 57 0.5
14 49 1.0
46 17 0.0
85 21 0.5
86 104 1.0
102 38 0.5
37 26 1.0
30 95 0.5
37 26 0.0
30 95 0.5
26 37 1.0
95 30 0.5
95 30 0.5
30 95 0.5
30 95 1.0
65 30 0.0
98 2 0.5
68 26 0.0
102 6 0.5
9 86 1.0
85 10 1.0
13 18 1.0
17 14 1.0
30 65 0.0
2 98 0.5
26 68 1.0
6 102 0.5
86 9 1.0
10 85 1.0
18 13 0.5
14 17 0.0
65 30 1.0
98 2 0.0
6 102 1.0
9 86 1.0
10 85 0.5
30 65 1.0
2 98 1.0
102 6 1.0
86 9 1.0
85 10 0.0
65 30 1.0
6 102 0.0
9 86 1.0
30 65 1.0
102 6 0.0
86 9 0.0
65 30 0.5
102 6 0.5
30 65 0.0
6 102 1.0
17 65 0.5
2 13 1.0
10 26 0.5
6 9 0.5
65 17 0.0
13 2 1.0
26 10 0.5
9 6 0.0
13 2 0.5
26 10 0.0
2 13 1.0
10 26 0.5
17 6 0.5
10 2 0.5
6 17 0.0
2 10 0.5
10 2 1.0
2 10 1.0
10 2 1.0
2 10 0.5
10 17 0.0
2 6 0.5
17 10 0.5
6 2 0.0
10 17 0.5
2 6 0.5
17 10 0.5
6 2 0.5
128 129 1.0
130 46 0.0
131 132 1.0
133 10 0.0
1 134 1.0
135 136 0.0
137 28 1.0
138 14 0.5
5 139 1.0
23 30 0.0
6 140 1.0
141 33 0.5
17 142 1.0
143 41 0.5
34 144 1.0
145 74 1.0
21 146 1.0
19 147 0.0
2 148 0.5
24 13 0.5
73 149 0.5
150 106 0.5
29 151 1.0
152 49 0.5
26 71 1.0
