0 0.7533
1 0.0050
1 0.1683
1 0.0050
1 0.1683
0 1.0000
1 0.0000
0 1.0000
1 0.2939
1 0.2939
1 0.4373
1 1.0000
1 1.0000
1 0.0050
1 0.2939
0 1.0000
1 0.0000
0 1.0000
1 0.0050
1 0.0050
0 1.0000
0 0.0000
0 0.0000
0 0.7533
1 0.0050
0 1.0000
0 0.7533
0 0.7533
0 0.7533
0 0.0000
0 1.0000
0 0.0000
0 0.7533
0 0.7533
1 0.0050
1 0.0000
0 0.9743
0 0.0000
0 1.0000
1 0.0000
1 0.0050
1 0.0000
1 0.6122
1 0.1683
1 0.0000
1 0.0050
1 0.0000
1 0.2939
0 1.0000
0 1.0000
0 0.0050
1 0.0050
0 1.0000
1 1.0000
0 0.7533
1 0.4373
0 1.0000
0 1.0000
1 0.0050
1 0.2939
0 0.7533
0 1.0000
1 0.0000
0 0.7533
1 0.0050
1 0.7533
0 1.0000
1 0.1683
0 1.0000
1 0.0000
1 0.0050
1 0.4373
1 0.0050
0 0.7533
0 1.0000
1 0.0050
0 1.0000
0 1.0000
1 0.0000
1 0.0050
1 0.0000
1 0.0050
0 0.7533
1 0.0050
1 0.0000
1 0.0000
1 0.0000
0 1.0000
0 0.0050
0 1.0000
0 1.0000
0 0.0000
0 1.0000
1 0.6122
0 0.9743
1 0.0050
1 0.2939
1 0.0000
1 0.0050
1 0.0050
0 0.7533
1 0.6602
0 1.0000
1 0.0000
0 1.0000
1 0.0050
0 1.0000
0 0.7533
1 0.2939
1 0.0050
0 0.0000
0 0.7533
1 0.9743
1 0.6122
0 0.6602
1 0.4373
0 1.0000
0 1.0000
0 1.0000
0 0.7533
0 0.9743
0 0.7533
0 1.0000
0 1.0000
1 1.0000
1 1.0000
1 0.0000
1 0.0050
1 0.0000
1 0.0000
1 0.0000
0 0.7533
1 0.0000
0 1.0000
1 0.2939
0 0.7533
1 0.1683
1 0.0050
0 1.0000
0 0.6602
1 0.0050
0 1.0000
0 0.0050
1 0.4215
1 0.0050
1 0.0050
0 1.0000
0 1.0000
1 0.2939
0 1.0000
0 0.7533
1 0.0000
0 1.0000
1 1.0000
1 0.6602
0 1.0000
0 0.7533
1 0.0050
0 0.7533
1 0.6122
1 0.0050
1 0.0000
0 0.0050
1 0.0050
0 1.0000
1 0.0000
1 0.0000
1 0.0000
0 0.7533
1 0.0050
1 0.0050
1 0.6122
1 0.0000
1 0.0050
1 0.0000
0 1.0000
0 0.7533
0 1.0000
0 1.0000
1 1.0000
1 0.0050
1 0.6122
1 0.0050
1 1.0000
0 0.7533
0 0.7533
1 0.0050
0 0.7533
0 0.9743
1 0.0050
0 0.6602
0 0.7533
0 1.0000
0 1.0000
0 0.9743
0 1.0000
0 1.0000
1 0.7533
0 1.0000
1 0.0000
0 1.0000
1 0.1683
0 1.0000
0 0.7533
1 1.0000
0 1.0000
0 0.7533
1 0.2939
1 0.0050
1 0.0050
1 0.0050
0 1.0000
0 0.7533
