OSEBX,Last,High,Low,Officialturnover(NOK)
13.02.08,408.2256,409.2746,400.6964,12766320716.00
12.02.08,407.4102,408.2967,392.8737,11912081911.00
11.02.08,392.8737,398.5119,391.56,7703246775.00
08.02.08,395.0698,403.1729,390.5718,9426197936.00
07.02.08,398.8097,405.8291,391.8473,11097452214.00
06.02.08,405.8291,405.8513,391.1692,11207479307.00
05.02.08,405.0071,413.7163,400.8357,12321408099.00
04.02.08,410.3264,413.1045,403.9009,9008029619.00
01.02.08,403.9009,407.0329,393.8739,12430546632.00
31.01.08,393.8739,407.8669,389.8266,12453216460.00
30.01.08,407.7691,410.8483,405.5661,8049405461.00
29.01.08,409.2069,411.9849,398.4717,10524537001.00
28.01.08,398.4717,409.1169,393.6604,9006472062.00
25.01.08,409.1169,412.8228,395.2428,12458579278.00
24.01.08,395.2428,399.6028,381.2561,13059188580.00
23.01.08,381.2561,398.8638,372.2841,15098034302.00
22.01.08,388.9054,388.9245,355.8071,19067640817.00
21.01.08,378.9092,404.8043,377.8233,14499178152.00
18.01.08,404.8043,410.2311,396.8878,15649729952.00
17.01.08,410.2311,420.7408,409.0043,14064851728.00
16.01.08,411.831,425.8644,405.7858,15698625555.00
15.01.08,425.8644,444.4018,425.4934,12309203821.00
14.01.08,441.0103,444.4088,435.3763,11227058200.00
11.01.08,438.6121,454.653,437.579,14914237810.00
10.01.08,449.8446,469.1539,446.937,14796211652.00
09.01.08,464.6017,464.6017,464.6017,14866819907.00
08.01.08,477.8629,478.1912,467.7411,12064258513.00
07.01.08,467.7647,476.7121,467.7221,11604538414.00
04.01.08,475.4672,491.2372,475.3375,13685067830.00
03.01.08,486.4435,492.3481,483.2226,10270532564.00
02.01.08,491.3191,497.1261,489.316,8006126069.00
28.12.07,490.8328,491.0977,484.4088,5724988139.00
27.12.07,488.1488,488.5573,480.7731,4492521401.00
21.12.07,480.7974,481.9196,469.9807,7592930517.00
20.12.07,469.9807,473.7758,469.9784,6973274106.00
19.12.07,470.4946,473.3809,465.9053,8976229001.00
18.12.07,472.8513,476.2105,469.6047,8549388968.00
17.12.07,471.5845,481.8437,469.931,8209528079.00
14.12.07,481.8437,486.4796,478.6138,8623428291.00
13.12.07,482.90,491.5935,481.1256,10638687091.00
12.12.07,491.5935,493.5505,481.3983,12758686184.00
11.12.07,489.6232,491.7491,485.0439,11901588522.00
10.12.07,488.474,489.7445,484.1847,12384993703.00
07.12.07,486.7765,494.6073,485.8896,24849005465.00
06.12.07,494.6073,494.6148,485.794,12706348385.00
05.12.07,489.0504,490.0242,479.4509,11652740896.00
04.12.07,479.4509,489.5482,479.1985,11945189394.00
03.12.07,487.7063,494.7557,486.1217,11125586777.00
30.11.07,492.8297,493.5888,487.4839,15792080454.00
29.11.07,487.5374,491.3434,484.3078,11829420144.00
28.11.07,485.9834,486.0421,471.2846,10395240474.00
27.11.07,471.2846,482.8625,470.245,10695524305.00
26.11.07,482.8625,485.9418,475.3104,10206394261.00
23.11.07,475.3104,475.5779,466.0131,7509892316.00
22.11.07,466.0131,472.1739,463.1758,8845536211.00
21.11.07,466.8724,474.70,465.1229,12359587618.00
20.11.07,474.4714,474.8915,458.9672,14271525656.00
19.11.07,465.665,484.932,465.1131,11842922940.00
16.11.07,478.9557,485.5076,474.6686,11283679701.00
15.11.07,485.5076,494.4648,483.7727,10978905537.00
14.11.07,494.4648,498.3819,489.6655,12284066160.00
13.11.07,489.6655,495.5691,484.6033,14302665336.00
12.11.07,495.5691,507.3013,494.5627,10442754860.00
09.11.07,507.3013,518.909,503.7539,13297318620.00
08.11.07,514.1859,516.9235,505.1225,14281256175.00
07.11.07,514.7568,518.3163,510.0321,13991556017.00
06.11.07,513.7108,513.7125,501.9655,11372468528.00
05.11.07,501.9655,506.9125,501.1462,8289349589.00
02.11.07,504.3392,509.0604,500.6225,11551456273.00
01.11.07,507.1422,519.082,503.8059,14347584339.00
31.10.07,514.0878,514.1307,504.7762,13893530997.00
30.10.07,508.5387,515.9417,507.3651,12499983143.00
29.10.07,515.4122,515.8845,508.4211,12803534919.00
26.10.07,508.4211,511.334,504.2672,12633084548.00
25.10.07,504.5324,507.3367,496.5018,14671890155.00
24.10.07,496.9333,501.2154,495.9928,11791099420.00
23.10.07,496.8822,497.5419,485.6374,11151525612.00
22.10.07,485.6374,496.8492,480.6877,12242838774.00
19.10.07,496.8492,502.2142,495.3804,12712849356.00
18.10.07,496.3253,505.4849,494.7064,11916012125.00
17.10.07,504.2103,505.7096,498.7947,13187163754.00
16.10.07,503.3143,508.749,501.0191,13075119952.00
15.10.07,508.749,510.9071,505.4434,11150081381.00
12.10.07,505.4434,505.6077,498.8426,12799852363.00
11.10.07,503.4454,504.038,491.6642,13766071626.00
10.10.07,491.6642,492.4581,488.7794,13065289471.00
09.10.07,489.1252,490.3829,484.5132,12406907489.00
08.10.07,487.9427,491.7609,487.3874,8190342670.00
05.10.07,487.8681,488.3968,482.2659,10844731203.00
04.10.07,485.1008,489.3263,483.9898,11282098032.00
03.10.07,486.7564,497.2003,485.4477,12928135002.00
02.10.07,494.6851,503.6079,494.5367,14477647173.00
01.10.07,498.4204,498.4806,493.2696,10599853282.00
28.09.07,496.2915,499.1114,493.7063,15283043295.00
27.09.07,494.8275,496.8684,492.1396,15204714915.00
26.09.07,493.0823,494.8125,490.3684,13947685820.00
25.09.07,490.3684,497.6053,487.6185,13119336270.00
24.09.07,497.6053,502.3837,495.4633,14079975014.00
21.09.07,496.1771,496.8011,490.1879,14124918270.00
20.09.07,492.3413,494.0878,488.9083,12594829396.00
19.09.07,494.0878,494.9327,479.7183,18299289208.00
18.09.07,479.7183,480.2144,475.5924,12003045917.00
17.09.07,478.3373,482.4179,475.6941,8982252523.00
14.09.07,482.4179,485.2506,477.3518,10840627487.00
13.09.07,484.4545,484.8381,475.4182,11915621526.00
12.09.07,476.2637,479.6357,473.4344,9914874808.00
11.09.07,476.7292,478.0275,470.22,9045277948.00
10.09.07,470.22,475.6913,467.7138,10794200531.00
07.09.07,475.6913,485.7375,473.0873,14846051382.00
06.09.07,482.6606,487.0899,479.5906,13764091594.00
05.09.07,479.8389,486.4559,478.2025,15967212145.00
04.09.07,480.3807,481.2028,472.9059,9450926933.00
03.09.07,475.3165,476.8919,471.9914,6546182381.00
31.08.07,473.559,475.2163,465.4735,10065668409.00
30.08.07,465.4735,467.4733,457.8137,9530407976.00
29.08.07,457.8137,460.1426,448.2956,8677552322.00
28.08.07,455.6539,465.0111,454.6425,8777149584.00
27.08.07,464.8503,469.3637,464.5451,5991194123.00
24.08.07,466.7359,466.8847,460.5848,7053011857.00
23.08.07,465.5927,468.4145,461.8878,10750364835.00
22.08.07,461.8878,463.4218,452.9163,9725511797.00
21.08.07,452.9163,461.8699,452.8119,8835329435.00
20.08.07,459.2606,464.6142,451.9021,8861824901.00
17.08.07,451.9021,455.1686,434.5164,16731647935.00
16.08.07,440.2333,458.0913,439.6419,15930729388.00
15.08.07,458.0913,466.8831,452.1631,12353039471.00
14.08.07,466.8831,471.0095,463.1925,8109981211.00
13.08.07,467.6073,470.3638,458.6363,10330379128.00
10.08.07,458.5254,471.3338,450.3328,15419231185.00
09.08.07,471.2696,487.8762,468.7745,17399136777.00
08.08.07,487.0609,487.2066,472.2437,12548819586.00
07.08.07,472.2437,478.6536,466.3256,10772635325.00
06.08.07,466.3256,479.2724,465.9776,9130016124.00
03.08.07,479.2724,491.3894,477.9327,7795724689.00
02.08.07,488.2043,491.1289,483.3331,9124320353.00
01.08.07,484.833,495.5726,479.8642,9559035371.00
31.07.07,495.5726,498.0944,487.0397,9498933805.00
30.07.07,487.0397,490.9459,481.7237,9307372032.00
27.07.07,485.7457,493.7735,482.055,10700704694.00
26.07.07,493.7735,509.4511,493.1719,9189230148.00
25.07.07,505.8328,509.7665,504.6698,7844694918.00
24.07.07,509.3396,521.0245,509.1558,8959648416.00
23.07.07,520.6291,522.8516,517.7314,6449925754.00
20.07.07,520.5605,526.049,520.5241,5672493795.00
19.07.07,524.3697,525.7531,517.5165,7668085734.00
18.07.07,517.5165,517.756,513.3831,6953333006.00
17.07.07,517.756,521.0953,515.1213,7280997885.00
16.07.07,520.686,521.6046,518.7764,6809643648.00
13.07.07,519.6879,523.8618,518.184,9919078554.00
12.07.07,518.184,519.1137,512.3041,10510842133.00
11.07.07,512.3041,512.7754,508.1504,7681166273.00
10.07.07,512.7754,517.3265,510.9942,6723065056.00
09.07.07,516.0133,519.7221,513.4578,6575156782.00
06.07.07,513.4578,516.748,512.3923,8081485494.00
05.07.07,516.7416,519.5686,512.1129,8496663209.00
04.07.07,516.9396,517.6442,512.3834,7222725012.00
03.07.07,512.3866,514.6695,510.8074,8656565642.00
02.07.07,510.8074,511.6293,507.3438,7514103706.00
29.06.07,508.2431,510.4443,503.5919,11066219295.00
28.06.07,503.7268,504.9968,492.3848,11007124951.00
27.06.07,492.3848,499.5897,491.9001,8821724447.00
26.06.07,499.5897,502.4937,497.5708,9560445223.00
25.06.07,502.4079,504.4464,499.5371,6918497875.00
22.06.07,504.4464,508.1245,503.4857,8283392596.00
21.06.07,506.3145,507.8878,503.3764,13529827436.00
20.06.07,507.8878,511.1717,506.1245,8896802235.00
19.06.07,506.1245,510.0361,505.1803,10402853980.00
18.06.07,505.8911,508.8898,504.5355,9843844453.00
15.06.07,504.7944,504.8836,495.5059,10805955082.00
14.06.07,495.5059,495.5373,483.5316,9998762575.00
13.06.07,483.5316,485.1253,477.8032,9143358017.00
12.06.07,482.1954,491.4574,481.9288,8314340679.00
11.06.07,487.5348,489.7638,483.0832,7224783241.00
08.06.07,483.0832,485.4066,474.3099,10701610364.00
07.06.07,485.4066,493.5199,482.2306,10047096906.00
06.06.07,489.2965,499.9174,487.8059,10515027756.00
05.06.07,497.9995,503.2293,496.9273,9574741629.00
04.06.07,499.6705,502.8383,498.1427,8204016495.00
01.06.07,501.3771,501.6764,496.2396,9059520772.00
31.05.07,496.2644,497.3252,487.7499,15029529842.00
30.05.07,487.7499,489.1153,483.7906,11218905460.00
29.05.07,489.1153,494.5126,489.0666,7389298143.00
25.05.07,491.6487,496.8028,490.2288,8872893827.00
24.05.07,496.8028,498.321,492.4305,8222878701.00
23.05.07,498.2388,498.2495,493.2714,8244444412.00
22.05.07,493.9373,495.0677,490.8373,8986324938.00
21.05.07,492.5604,494.3754,487.3184,10063542702.00
18.05.07,487.3184,487.5969,479.8925,9157292878.00
16.05.07,479.8925,482.1645,477.8046,9695581357.00
15.05.07,479.0612,479.2884,472.1811,10059986781.00
14.05.07,474.053,476.7451,472.4499,6965575348.00
11.05.07,472.4499,477.511,467.4969,9201978548.00
10.05.07,477.511,478.4114,474.0197,9997704064.00
09.05.07,478.4114,481.927,476.9998,8799262053.00
08.05.07,477.9278,490.2717,476.966,13360971924.00
07.05.07,489.616,491.6447,485.8196,9762968352.00
04.05.07,488.0226,488.2641,483.4298,9900759191.00
03.05.07,483.4298,485.0609,479.8011,11401619084.00
02.05.07,483.0425,483.0425,477.6131,10946392490.00
30.04.07,477.6131,480.0853,475.1187,5825461323.00
27.04.07,475.2343,479.145,473.5282,8787262724.00
26.04.07,478.5436,482.0443,476.055,8000921810.00
25.04.07,476.055,478.3627,472.2679,7679180188.00
24.04.07,472.9576,477.0882,472.4977,9343422088.00
23.04.07,475.857,476.398,471.895,7385967075.00
20.04.07,471.895,472.282,464.8262,8008002762.00
19.04.07,464.8262,466.2521,460.9709,8180421812.00
18.04.07,466.2521,471.3288,465.4869,9601795846.00
17.04.07,471.3288,472.5655,470.133,7631217053.00
16.04.07,471.2111,471.7271,466.6336,7035837189.00
13.04.07,466.6336,468.7784,463.219,8751728988.00
12.04.07,463.219,467.4166,462.098,8250056773.00
11.04.07,467.4166,471.4787,467.3889,10331789213.00
10.04.07,469.0562,469.077,465.0286,9817976966.00
04.04.07,465.8911,467.0024,465.0999,3210194502.00
03.04.07,465.6021,465.96,462.8558,5725170519.00
02.04.07,462.8558,464.4535,459.7261,4722260734.00
30.03.07,461.2989,465.0609,461.0916,9553116169.00
29.03.07,462.0727,463.7595,458.4434,8370053744.00
28.03.07,459.0452,459.86,455.8035,7981356679.00
27.03.07,455.9635,463.5917,455.9622,8224803714.00
26.03.07,459.7995,466.1726,459.786,8738587619.00
23.03.07,462.3297,462.3533,457.3339,8455505847.00
22.03.07,457.819,460.4313,455.2476,13168570143.00
21.03.07,456.3645,456.3728,450.2271,8440535716.00
20.03.07,450.9897,451.9664,447.146,7398609480.00
19.03.07,448.263,449.034,439.937,8232623578.00
16.03.07,439.937,441.2413,434.9736,9374859263.00
15.03.07,438.2329,440.025,433.8003,8934551213.00
14.03.07,433.8003,442.7337,429.587,10388531424.00
13.03.07,442.7337,446.4081,440.4749,8211032948.00
12.03.07,443.9578,448.0688,441.702,6210953073.00
09.03.07,444.8057,448.8067,442.0013,8861005559.00
08.03.07,447.3045,448.2316,437.1162,10794829623.00
07.03.07,437.1162,439.8984,435.3109,9811429528.00
06.03.07,435.8451,436.9588,431.0862,9797496861.00
05.03.07,431.0862,439.0131,423.1908,11629455119.00
02.03.07,439.0131,442.1527,434.6397,12194994451.00
01.03.07,435.3163,450.1488,430.3183,16522808632.00
28.02.07,440.5853,448.6547,435.9672,16252172269.00
27.02.07,448.6547,465.8127,445.4678,15618975801.00
26.02.07,465.8127,465.9889,461.131,11465648140.00
23.02.07,461.131,463.2107,459.3929,9070439457.00
22.02.07,459.3929,461.9145,458.7787,9455795482.00
21.02.07,459.0438,462.4537,456.951,8422149182.00
20.02.07,459.6063,465.8876,458.038,9039960783.00
19.02.07,464.8905,465.2407,459.0637,7326157622.00
16.02.07,461.6862,466.6081,459.8649,11028217557.00
15.02.07,463.9016,472.7486,463.8536,13660079600.00
14.02.07,472.7486,473.4051,468.2094,10328405410.00
13.02.07,468.2771,468.4357,464.1199,10570036310.00
12.02.07,464.4243,470.3227,464.1919,8539758890.00
09.02.07,470.3227,470.538,464.4964,10237443799.00
08.02.07,464.4964,469.5107,463.2729,10188243764.00
07.02.07,469.1303,470.7475,467.1844,12729228532.00
06.02.07,468.9874,470.26,466.6415,11086571315.00
05.02.07,467.5918,470.1539,466.4487,10686923350.00
02.02.07,467.4903,469.1174,464.6608,11890664691.00
01.02.07,464.6608,467.2047,460.7372,10972580813.00
31.01.07,460.7372,463.7414,459.3699,12147912502.00
30.01.07,459.3699,461.3111,457.7951,8448975741.00
29.01.07,461.3111,461.6603,458.2513,11969001898.00
26.01.07,458.2513,458.9768,452.2632,10191037790.00
25.01.07,455.7942,463.4152,455.4697,9637038327.00
24.01.07,459.7533,461.2854,453.473,15025935999.00
23.01.07,453.473,455.0882,450.6474,10282234206.00
22.01.07,453.851,455.6384,449.0201,9258240213.00
19.01.07,449.0201,449.0201,439.7895,10350445476.00
18.01.07,443.1894,445.8475,440.2851,12442201167.00
17.01.07,440.2851,444.6542,437.3376,12558910048.00
16.01.07,443.2226,445.8407,441.7686,10544056965.00
15.01.07,445.2279,445.284,433.5411,11412224989.00
12.01.07,433.5411,435.0099,429.1096,14258338593.00
11.01.07,432.3199,432.3555,422.2079,14660615107.00
10.01.07,423.8031,429.2935,423.7496,12041534951.00
09.01.07,429.0554,435.7248,427.7748,14393141252.00
08.01.07,435.123,437.1736,429.5103,8141500442.00
05.01.07,429.5103,430.4861,422.2401,12320018306.00
04.01.07,430.4861,441.2058,430.2877,11056174675.00
03.01.07,441.2058,447.5493,441.0221,9093369269.00
02.01.07,446.4608,447.0375,440.199,4949244434.00
29.12.06,440.3577,442.1021,440.3436,3523425033.00
28.12.06,441.1955,441.2547,437.4261,3389316385.00
27.12.06,437.4261,438.573,434.5139,3960994612.00
22.12.06,435.2391,436.5776,433.4288,5658625813.00
21.12.06,434.2193,438.391,434.0505,7699626064.00
20.12.06,438.391,438.5154,432.4612,10107432321.00
19.12.06,432.4612,438.2976,429.1193,16030089648.00
18.12.06,438.2976,447.4854,428.7261,28742771422.00
15.12.06,428.7261,428.7261,424.6704,8528881902.00
14.12.06,424.6704,424.8059,417.4102,9735197192.00
13.12.06,417.4102,419.1805,415.8825,7172544729.00
12.12.06,418.7356,418.7562,414.2905,6856694399.00
11.12.06,416.3537,418.4806,414.7943,6245567643.00
08.12.06,415.5119,417.0117,413.0579,8317025234.00
07.12.06,414.0054,416.7438,413.6727,7338292664.00
06.12.06,414.4728,417.6874,412.8934,8489262598.00
05.12.06,416.5201,417.7743,413.2419,8380888162.00
04.12.06,413.2419,416.0242,411.7327,6894821217.00
01.12.06,411.7327,417.4359,410.8634,7332680802.00
30.11.06,412.9921,417.1038,412.3327,10550492599.00
29.11.06,412.3327,412.3933,403.9521,10351163118.00
28.11.06,403.9521,409.2506,402.4305,8908689339.00
27.11.06,409.2506,416.8329,408.981,6264351756.00
24.11.06,414.3651,415.0658,408.4985,7264568495.00
23.11.06,414.3695,418.636,414.2282,5641295571.00
22.11.06,417.266,422.9047,417.266,8304336700.00
21.11.06,418.0041,418.0041,413.1098,6927751119.00
20.11.06,413.1098,413.962,407.6558,6671960140.00
17.11.06,409.6682,421.7729,408.3477,14543002433.00
16.11.06,421.7729,422.3058,418.0579,9059809913.00
15.11.06,419.4741,419.4741,416.4785,8070150671.00
14.11.06,416.513,417.9176,412.6226,8394823927.00
13.11.06,412.6226,414.4166,410.4538,9474733225.00
10.11.06,412.0588,415.7398,411.8017,8628977147.00
09.11.06,415.7398,417.3633,412.1131,10248130737.00
08.11.06,412.1131,412.5358,409.106,7676709257.00
07.11.06,411.3894,418.3729,410.5918,9734206801.00
06.11.06,415.4453,415.4667,407.2124,7533325530.00
03.11.06,407.2124,407.3205,401.8844,7692485858.00
02.11.06,401.8844,406.0904,401.0198,8613895048.00
01.11.06,405.3569,407.2156,402.6907,7862285104.00
31.10.06,402.6907,403.9879,399.1948,8957311266.00
30.10.06,400.048,405.333,399.1455,6530578199.00
27.10.06,405.255,407.3907,404.1131,8184623015.00
26.10.06,405.3242,407.3194,398.5517,10704281879.00
25.10.06,398.5517,401.4869,397.9723,7977972084.00
24.10.06,399.6105,399.6768,395.8553,9628343055.00
23.10.06,397.6151,401.5609,396.7406,7267444101.00
20.10.06,401.5609,404.1469,399.8958,10675092731.00
19.10.06,399.8958,399.9664,394.0435,9332316637.00
18.10.06,397.2504,397.4397,392.5617,9984207824.00
17.10.06,392.7224,397.5458,392.095,10776939816.00
16.10.06,394.5366,395.016,388.9498,12112366620.00
13.10.06,388.9498,389.1292,382.8808,9825613964.00
12.10.06,382.8808,382.8981,377.5128,7582038525.00
11.10.06,378.084,379.5088,376.2736,8220680874.00
10.10.06,378.6558,379.1252,374.8718,8908692094.00
09.10.06,374.8718,375.2955,370.992,9799592621.00
06.10.06,370.992,373.3063,370.7784,5975062590.00
05.10.06,371.4106,372.4042,365.4899,11443431870.00
04.10.06,365.4899,365.9598,357.1812,13660928910.00
03.10.06,361.9067,370.1419,361.3961,8581657425.00
02.10.06,370.1419,373.3988,369.3439,6299135296.00
29.09.06,371.5858,371.5858,368.3821,9236724154.00
28.09.06,371.1601,375.0863,369.7045,9573896003.00
27.09.06,369.7045,370.7214,363.1375,9863302793.00
26.09.06,363.1375,363.1648,353.1206,9200258239.00
25.09.06,353.1206,365.7012,353.0251,9920076966.00
22.09.06,365.7012,368.9524,365.541,9491943130.00
21.09.06,366.9691,374.8669,366.7577,10969251303.00
20.09.06,374.8669,376.2236,371.7054,9808606218.00
19.09.06,376.2236,378.2769,374.2416,9042244151.00
18.09.06,374.4602,375.4478,371.6461,7334932051.00
15.09.06,371.6461,375.0651,371.6153,8183400260.00
14.09.06,374.69,381.4628,374.1081,8827370180.00
13.09.06,375.1232,375.4917,369.1825,8981503265.00
12.09.06,370.2253,372.0526,366.6787,10820860501.00
11.09.06,368.7744,382.0564,368.7102,9499230100.00
08.09.06,382.0564,385.6738,381.5104,7529545471.00
07.09.06,382.7733,385.6773,379.6973,9935422627.00
06.09.06,385.6773,395.6014,385.3209,9759766356.00
05.09.06,394.0399,394.5507,391.5467,8328158042.00
04.09.06,392.3479,392.522,387.171,5211064658.00
01.09.06,387.4451,388.3645,382.172,7879386060.00
31.08.06,382.172,384.5079,381.2973,8218264618.00
30.08.06,382.9011,383.4476,377.9188,7781608513.00
29.08.06,377.9188,383.7252,377.8728,6683306806.00
28.08.06,381.8484,384.2794,380.905,3973804838.00
25.08.06,384.2794,387.1944,383.3589,6429531721.00
24.08.06,384.9234,387.101,382.4447,5970694426.00
23.08.06,387.101,387.9697,383.4355,7182731637.00
22.08.06,383.7541,385.7844,381.5929,6795879452.00
21.08.06,383.5366,384.5142,377.0473,7052242891.00
18.08.06,377.0473,379.9987,373.7266,7810338435.00
17.08.06,374.6013,377.6423,373.7639,7172447698.00
16.08.06,377.6423,378.5077,374.616,6293398969.00
15.08.06,375.8493,376.2014,370.841,6750529467.00
14.08.06,372.0805,376.0467,371.6696,5437443973.00
11.08.06,374.7406,379.574,374.4321,7202544488.00
10.08.06,374.9453,380.7599,372.7088,6507439574.00
09.08.06,380.7599,384.0321,376.6121,8232034871.00
08.08.06,383.1859,386.4648,382.2265,6451425719.00
07.08.06,383.1259,383.9028,379.8138,4856369053.00
04.08.06,382.3996,385.88,381.2469,5657481283.00
03.08.06,382.0133,388.6267,380.7884,5299329064.00
02.08.06,387.7248,387.9253,382.0166,4779550850.00
01.08.06,382.0166,387.0394,380.992,5657934438.00
31.07.06,380.992,382.2973,378.0119,5242523570.00
28.07.06,380.3384,383.6903,380.3093,4049895782.00
27.07.06,383.6903,384.596,377.759,6132552958.00
26.07.06,377.759,379.2435,376.2087,3895178211.00
25.07.06,377.1557,377.4363,365.8541,5501616419.00
24.07.06,365.8541,366.2104,362.5458,2883206478.00
21.07.06,364.6622,371.8517,363.8248,3719953564.00
20.07.06,371.8517,377.2276,368.4323,4986378193.00
19.07.06,368.4323,369.5338,363.979,4490820937.00
18.07.06,366.3143,372.1559,362.4299,5660396971.00
17.07.06,372.1559,381.2403,371.5994,5749585874.00
14.07.06,379.6016,384.8183,378.7141,5175516992.00
13.07.06,384.3536,390.6077,382.3463,6737694855.00
12.07.06,389.6118,390.5974,383.015,6756023683.00
11.07.06,383.015,383.669,380.0154,5526501601.00
10.07.06,383.669,386.765,382.1485,4167956859.00
07.07.06,386.765,387.848,380.8901,5366346003.00
06.07.06,383.7094,384.5021,377.6924,5192500109.00
05.07.06,377.6924,385.1078,377.6422,4722510305.00
04.07.06,384.9421,386.4248,382.8089,4283795075.00
03.07.06,382.8089,383.5505,376.443,5170198449.00
30.06.06,376.443,384.9389,373.6518,8849799101.00
29.06.06,374.5263,376.278,370.3732,5933301734.00
28.06.06,370.3732,375.5314,368.9081,6121534517.00
27.06.06,375.5314,375.5832,367.2218,6399582388.00
26.06.06,367.2218,370.9386,366.7349,4754490807.00
23.06.06,368.2817,368.3009,359.072,6322507408.00
22.06.06,359.072,364.4137,353.9171,7894244181.00
21.06.06,353.9171,354.8364,346.3373,6751802583.00
20.06.06,353.469,357.1159,351.4526,6741726102.00
19.06.06,357.1159,362.9936,356.0693,4653866467.00
16.06.06,356.0693,372.5013,355.1629,8168432854.00
15.06.06,361.2133,361.2942,342.1151,8914411016.00
14.06.06,342.1151,345.7458,335.8858,8999080714.00
13.06.06,340.783,354.0359,335.3267,10759868376.00
12.06.06,354.0359,368.503,353.9409,7692442356.00
09.06.06,363.8563,367.5138,356.3834,6723076665.00
08.06.06,356.3834,377.1817,355.3988,11396169493.00
07.06.06,377.1817,383.8563,375.82,7860163336.00
06.06.06,379.5965,390.9745,378.4843,7425430776.00
02.06.06,390.9745,393.5763,383.8447,7833606524.00
01.06.06,383.8447,388.603,381.4308,10189631115.00
31.05.06,381.4308,385.289,368.9557,14149690083.00
30.05.06,380.5256,391.2013,379.7735,8570379104.00
29.05.06,391.1253,392.2494,382.5965,4636680338.00
26.05.06,382.5965,384.8813,368.0625,8884123423.00
24.05.06,368.0625,378.0056,364.2222,10432138567.00
23.05.06,378.0056,378.0338,353.036,11424761329.00
22.05.06,353.036,371.1668,351.9156,11260624243.00
19.05.06,371.1668,381.0039,370.8555,10491389154.00
18.05.06,372.3428,394.7952,372.2277,14025977812.00
16.05.06,394.7952,398.4086,391.2993,11878849749.00
15.05.06,395.0847,415.9099,393.0696,11577791597.00
12.05.06,415.9099,427.6619,414.8656,8090336707.00
11.05.06,427.6619,430.8794,426.1253,10876061726.00
10.05.06,426.1253,427.1958,424.3663,9585027817.00
09.05.06,424.3663,424.9609,419.9655,12513335834.00
08.05.06,419.9655,426.992,419.3521,11098056830.00
05.05.06,423.6707,424.5176,421.6927,9404487992.00
04.05.06,421.8646,421.8688,414.6839,9155898564.00
03.05.06,416.1393,419.6881,413.4212,8815215554.00
02.05.06,413.4212,414.0591,407.0172,7376477402.00
28.04.06,407.0172,409.0292,404.1256,10138489490.00
27.04.06,409.0292,420.6126,404.0785,13244396641.00
26.04.06,420.4786,422.036,418.1178,8497873275.00
25.04.06,419.1335,423.4394,419.1335,10010368171.00
24.04.06,422.5364,424.2546,417.3628,9592600225.00
21.04.06,417.5893,417.7352,413.0085,10019983946.00
20.04.06,415.2007,415.9464,407.2238,10385065037.00
19.04.06,407.2238,408.0731,404.9531,7359404305.00
18.04.06,405.1168,406.8138,398.8881,7921823947.00
12.04.06,398.8881,403.9968,398.1985,3249520764.00
11.04.06,403.833,409.343,403.3102,5710329478.00
10.04.06,404.9022,405.0459,400.3565,5713150852.00
07.04.06,400.3565,402.4286,400.3565,7010460291.00
06.04.06,402.3001,404.4434,397.4275,7329562674.00
05.04.06,397.4275,398.6423,393.5777,7241799741.00
04.04.06,393.5777,399.949,393.5525,8763068439.00
03.04.06,399.949,400.9924,396.1335,7013069695.00
31.03.06,396.2972,401.1677,395.6185,6509990642.00
30.03.06,399.3105,400.7668,395.6612,8773113834.00
29.03.06,395.6612,396.2563,390.2479,8288908506.00
28.03.06,390.2479,393.8925,390.2457,8192955829.00
27.03.06,390.5765,392.3865,388.781,5830677994.00
24.03.06,389.6753,390.3053,384.3119,8591459193.00
23.03.06,385.6618,386.0039,380.3155,8119675964.00
22.03.06,380.3155,380.6326,375.4189,6913695916.00
21.03.06,375.6045,380.2426,374.7026,6923921956.00
20.03.06,380.2426,383.4299,379.0943,5652449491.00
17.03.06,379.6988,381.0967,376.4636,7378868299.00
16.03.06,376.4636,376.4636,373.3116,6290098894.00
15.03.06,373.3748,374.5003,371.1221,5695905552.00
14.03.06,371.1221,372.1429,370.4887,6082320620.00
13.03.06,370.4887,371.3125,367.7258,4888193339.00
10.03.06,367.7258,369.4592,366.9722,6737025055.00
09.03.06,368.4391,369.6771,366.1732,6503108657.00
08.03.06,366.5447,371.0557,363.7781,10525071014.00
07.03.06,370.3725,373.505,369.7998,10386661460.00
06.03.06,373.505,378.2543,373.4773,6639613917.00
03.03.06,376.1268,376.8375,372.2363,10452608444.00
02.03.06,372.2363,374.583,370.2491,8098108674.00
01.03.06,370.2491,370.7572,366.0626,6156827564.00
28.02.06,366.0626,370.62,364.9662,6561242227.00
27.02.06,370.62,372.1228,370.053,6010601384.00
24.02.06,371.0078,371.0078,365.3461,7111093783.00
23.02.06,365.3461,366.9704,362.5987,6395260739.00
22.02.06,363.3411,366.2045,362.6668,8316226550.00
21.02.06,365.6733,367.9191,364.0239,7552870933.00
20.02.06,364.1304,365.1152,358.3719,6365223714.00
17.02.06,358.3719,359.5719,354.4642,7378895775.00
16.02.06,354.4642,354.4718,350.4013,8804388700.00
15.02.06,352.9858,353.0012,347.2135,8240913798.00
14.02.06,347.2135,351.7741,344.5993,11083107057.00
13.02.06,351.7741,355.1013,351.4469,7066526564.00
10.02.06,355.0747,355.6642,351.9061,7878636151.00
09.02.06,355.2084,355.5107,350.6296,6254343103.00
