OSEBX,Last,High,Low,Officialturnover(NOK)
22.12.14,580.4251,586.9343,577.602,4121909990.00
19.12.14,577.602,579.1568,567.1305,6667579451.00
18.12.14,573.649,573.6698,552.0517,7230019906.00
17.12.14,552.0113,552.1204,536.058,5224955982.00
16.12.14,536.2399,542.7909,532.454,6696419006.00
15.12.14,542.2772,551.012,540.8897,4151748336.00
12.12.14,544.6839,553.2963,544.222,4311972828.00
11.12.14,553.3287,556.5469,550.4158,4594649974.00
10.12.14,554.9114,559.0092,553.2647,4216738865.00
09.12.14,553.4564,561.7992,551.0245,5129168629.00
08.12.14,561.8896,568.1179,560.2092,3613597795.00
05.12.14,567.7248,570.017,565.925,3822385078.00
04.12.14,568.9405,576.408,566.9376,4780405294.00
03.12.14,574.8655,575.3219,570.2906,5013202951.00
02.12.14,570.2788,575.4548,564.2248,5409381794.00
01.12.14,564.1734,566.5205,556.3781,5575282285.00
28.11.14,566.3415,582.4433,560.9116,8686713503.00
27.11.14,582.2289,596.8046,581.3884,5008143340.00
26.11.14,596.8367,604.9582,596.3058,4846834131.00
25.11.14,606.1177,607.9548,602.5968,5046409076.00
24.11.14,607.5132,609.8928,606.1622,3533194739.00
21.11.14,606.5654,608.5596,600.2996,4248725121.00
20.11.14,600.3479,604.7715,597.9284,3405168536.00
19.11.14,602.3386,604.6259,599.4649,3622448181.00
18.11.14,600.8911,605.452,598.2659,3879441814.00
17.11.14,598.3372,599.8593,592.4793,3662001530.00
14.11.14,598.63,599.1513,587.1944,4916714858.00
13.11.14,587.2248,592.9034,585.3694,3486994320.00
12.11.14,590.8505,594.805,589.3142,3516459356.00
11.11.14,593.658,594.1634,590.8011,3373464043.00
10.11.14,591.5654,594.8731,587.6907,3643714645.00
07.11.14,587.676,590.6384,584.6592,3998673171.00
06.11.14,584.6592,589.0778,582.7994,4518176321.00
05.11.14,585.2409,585.4784,577.0239,4078908552.00
04.11.14,577.95,584.9401,577.4303,4847462015.00
03.11.14,585.1984,590.0016,584.3963,3267831377.00
31.10.14,585.2839,588.8431,581.0586,4722101769.00
30.10.14,581.0586,586.4971,572.8511,4601971634.00
29.10.14,585.7865,587.4817,576.9119,4228604984.00
28.10.14,579.2021,579.2853,571.2251,3314207091.00
27.10.14,571.2149,581.495,568.5338,3410804004.00
24.10.14,573.5801,575.0123,571.213,3830493085.00
23.10.14,573.1251,575.6884,564.6487,5158589006.00
22.10.14,574.5808,574.5808,562.5804,5172717861.00
21.10.14,567.1157,567.1486,546.4243,4978002637.00
20.10.14,548.5797,555.666,545.126,4187359109.00
17.10.14,553.5442,553.5601,532.8678,5455648387.00
16.10.14,532.818,552.4551,528.3616,6820457061.00
15.10.14,547.2555,560.2847,539.7839,6233129163.00
14.10.14,558.2063,562.3688,552.3328,4369572274.00
13.10.14,555.4949,560.6093,547.1045,3919716203.00
10.10.14,552.6546,563.1671,550.3889,4647584791.00
09.10.14,563.1811,579.8226,562.7533,3982853043.00
08.10.14,570.8877,574.4492,567.1443,4472626434.00
07.10.14,574.5081,584.5613,572.3241,4147788130.00
06.10.14,584.4896,586.6872,580.3913,3170060381.00
03.10.14,584.6149,591.6702,582.3634,3544384762.00
02.10.14,585.8101,602.5856,585.6663,4889487405.00
01.10.14,602.8408,609.7777,601.2997,3486067602.00
30.09.14,609.3807,610.9802,607.2241,3390637901.00
29.09.14,607.2241,616.6095,605.0442,2510223708.00
26.09.14,606.8504,607.2571,599.4339,2884793106.00
25.09.14,604.7247,612.4671,604.6247,3203035445.00
24.09.14,608.5497,610.7443,603.4734,3385014686.00
23.09.14,608.0201,617.6624,607.4462,4709333357.00
22.09.14,615.6462,618.3432,613.9189,2964031659.00
19.09.14,618.2764,621.8502,618.2132,3965883436.00
18.09.14,618.9673,620.9865,617.0666,3190167816.00
17.09.14,617.1007,618.5057,613.0599,2960468127.00
16.09.14,612.9102,612.9515,609.2316,2594024270.00
15.09.14,611.9924,613.8485,609.559,3076643275.00
12.09.14,613.8681,615.5319,611.0791,3086655018.00
11.09.14,611.1236,615.864,609.2906,2730563110.00
10.09.14,612.8144,614.5275,610.7437,2533927988.00
09.09.14,613.7081,617.1597,613.0322,3415835511.00
08.09.14,615.498,618.1716,614.6508,2283656053.00
05.09.14,616.142,621.0209,615.3318,3258822205.00
04.09.14,621.0209,622.0186,615.0141,3567994188.00
03.09.14,617.7272,619.9096,614.1539,3802485038.00
02.09.14,615.2616,616.6069,613.0723,3589640274.00
01.09.14,613.5939,615.7883,610.187,2330138597.00
29.08.14,610.1663,614.9894,609.8426,2873833416.00
28.08.14,613.619,616.8601,612.1729,2774817024.00
27.08.14,616.0166,617.3036,613.9225,3561038731.00
26.08.14,615.2209,615.2256,609.5408,2795428184.00
25.08.14,610.0904,610.9254,606.1473,1665797311.00
22.08.14,606.1473,610.2766,604.063,2334824863.00
21.08.14,608.2817,608.7971,605.3691,2832709308.00
20.08.14,607.0242,607.052,603.303,2590733232.00
19.08.14,603.8222,605.3089,601.0299,2560559796.00
18.08.14,602.005,605.4991,600.6763,2539962088.00
15.08.14,600.9445,601.3444,595.4909,2734720192.00
14.08.14,596.6527,597.2295,591.9746,2703368437.00
13.08.14,594.5344,596.6083,593.6098,2429838671.00
12.08.14,593.5589,602.2237,593.4621,2688503168.00
11.08.14,601.1618,601.8594,588.284,2960099564.00
08.08.14,588.2744,594.7299,582.3093,3733609400.00
07.08.14,594.7939,602.4522,594.2845,3953489456.00
06.08.14,602.467,608.7356,598.5037,2925465916.00
05.08.14,608.7273,613.0155,607.0922,2619079501.00
04.08.14,608.039,610.9873,606.3011,2705730143.00
01.08.14,606.1585,612.2694,603.3317,3065932794.00
31.07.14,612.2948,619.0692,611.0371,3230581847.00
30.07.14,616.2931,619.8706,615.9743,2475618547.00
29.07.14,619.8642,620.3026,616.045,2379645859.00
28.07.14,616.936,622.1466,616.4787,2212305127.00
25.07.14,622.1944,626.2793,619.1075,2748743748.00
24.07.14,626.2602,628.8213,625.3166,2807355735.00
23.07.14,626.8041,628.5934,624.1768,2569021631.00
22.07.14,624.70,624.70,617.9856,2703637385.00
21.07.14,617.9937,618.3912,612.3898,2329556496.00
18.07.14,615.5593,621.7123,615.5593,3027012460.00
17.07.14,621.7855,625.3252,619.9714,2871241780.00
16.07.14,624.3967,624.4626,617.6754,2905897485.00
15.07.14,617.7062,620.1311,615.9527,3163451799.00
14.07.14,616.1937,616.3072,608.3026,2289340696.00
11.07.14,608.3357,610.7169,606.44,2249236852.00
10.07.14,606.8242,619.896,605.3094,3846553919.00
09.07.14,619.8952,623.3664,619.0763,3317168146.00
08.07.14,619.529,627.9908,619.3814,3345067928.00
07.07.14,627.9776,630.4669,627.8126,2070723802.00
04.07.14,627.971,629.7985,626.6236,1963277279.00
03.07.14,628.8275,628.8275,622.6196,3241853320.00
02.07.14,622.648,625.9774,621.4344,3073530173.00
01.07.14,622.5001,622.5124,617.8967,2880421052.00
30.06.14,617.8847,620.2362,616.0043,3083645495.00
27.06.14,617.3477,619.5418,616.0573,2535635563.00
26.06.14,616.4755,620.8592,614.6734,2808890983.00
25.06.14,618.2453,627.31,612.183,4014271435.00
24.06.14,627.4209,632.3677,626.6604,2700422379.00
23.06.14,631.1471,631.9589,629.1991,2604105391.00
20.06.14,629.4619,631.368,627.882,4025993944.00
19.06.14,630.8951,630.9082,623.7915,3642301592.00
18.06.14,623.754,623.754,614.8251,3441831425.00
17.06.14,614.7072,620.8419,613.738,3292042358.00
16.06.14,620.6995,622.9267,618.5693,2799616158.00
13.06.14,622.896,624.0013,618.7355,3496103106.00
12.06.14,622.5204,622.5383,616.2161,3013528707.00
11.06.14,618.8159,622.8168,616.06,3087503719.00
10.06.14,621.5593,623.8157,618.413,3457521192.00
06.06.14,620.774,620.774,616.1421,2964932540.00
05.06.14,616.6793,619.6313,609.1628,3664704100.00
04.06.14,609.1781,612.217,606.1167,3077588544.00
03.06.14,612.011,612.011,608.7609,3182235143.00
02.06.14,610.7906,611.5147,605.2586,3146470963.00
30.05.14,605.2586,607.5616,604.2442,4834102233.00
28.05.14,605.4441,607.4855,602.5837,3019937912.00
27.05.14,603.9831,604.9682,600.8573,3261172666.00
26.05.14,600.8032,606.3696,600.592,2216943394.00
23.05.14,601.8188,601.8476,597.2523,2507655761.00
22.05.14,599.0599,599.0809,595.3451,2935934400.00
21.05.14,595.1837,595.3475,591.4991,2681828617.00
20.05.14,591.7468,595.1582,589.5111,2685116144.00
19.05.14,594.426,595.9495,591.5668,2582912862.00
16.05.14,593.5959,597.4867,588.4464,3410798563.00
15.05.14,595.4928,600.747,594.4035,3583579373.00
14.05.14,597.7828,598.0032,595.2218,3112694705.00
13.05.14,595.4697,597.1477,593.4858,3105876188.00
12.05.14,596.011,596.0178,588.4388,3140123912.00
09.05.14,589.3717,589.4472,586.1146,3782716580.00
08.05.14,589.0513,589.1097,583.8223,4451551221.00
07.05.14,583.7808,586.1013,579.5984,4263608220.00
06.05.14,582.7696,585.0111,580.3964,3040696549.00
05.05.14,582.0446,584.109,579.2844,2101591801.00
02.05.14,583.437,583.437,578.5034,3634601301.00
30.04.14,578.3684,580.9332,575.556,5448132977.00
29.04.14,576.1218,576.2912,566.8242,4156359284.00
28.04.14,566.8168,567.143,564.5468,2683637024.00
25.04.14,566.2373,566.2373,562.414,2635912621.00
24.04.14,562.8925,565.6476,559.8367,3735608703.00
23.04.14,559.408,562.4497,557.7449,3127467311.00
22.04.14,561.1289,561.1906,550.5266,4084822326.00
16.04.14,550.5266,550.5266,545.8239,1524787087.00
15.04.14,545.8239,549.2069,543.9674,2929770884.00
14.04.14,545.2936,545.6872,540.1539,2996285671.00
11.04.14,541.8454,554.1711,541.8248,3266523445.00
10.04.14,554.1777,557.5466,552.8134,3062673884.00
09.04.14,554.2225,556.4366,548.428,3103484133.00
08.04.14,548.2394,554.3562,547.5143,2979418512.00
07.04.14,553.3207,561.9273,551.7903,2639085112.00
04.04.14,561.9589,561.9871,557.5578,3097330896.00
03.04.14,559.0387,561.6244,557.3436,2811521125.00
02.04.14,560.1495,562.7154,559.7661,2763303230.00
01.04.14,560.1411,563.8591,558.7092,3096433940.00
31.03.14,561.9531,563.6718,559.1731,3000820578.00
28.03.14,560.6632,563.0063,560.0762,3071639787.00
27.03.14,560.189,561.9963,558.5138,3295009303.00
26.03.14,561.9963,562.1217,557.0246,3071493902.00
25.03.14,556.9851,557.0984,552.1428,2705503937.00
24.03.14,552.47,556.0475,551.3787,2720388938.00
21.03.14,554.5477,554.9018,548.4861,4032974593.00
20.03.14,548.544,548.7935,544.594,3012535491.00
19.03.14,546.7203,548.8811,546.5303,2711156948.00
18.03.14,546.9564,548.0305,540.3127,3441975272.00
17.03.14,544.6275,545.2701,539.7162,2592439293.00
14.03.14,539.7209,543.4058,535.9956,3858546464.00
13.03.14,543.4253,548.4382,543.3993,3225373348.00
12.03.14,546.2338,554.3593,544.3021,3158964185.00
11.03.14,554.344,555.2305,552.1043,2492374167.00
10.03.14,552.3965,556.7182,551.1426,2769677293.00
07.03.14,556.7182,559.4529,555.1765,2949352705.00
06.03.14,558.205,559.5764,557.0315,3073855002.00
05.03.14,557.057,559.8278,556.0724,3542015008.00
04.03.14,558.5975,558.715,552.1065,3519312648.00
03.03.14,553.1451,555.4959,550.7625,5044584548.00
28.02.14,555.7169,556.2279,552.6285,3126415800.00
27.02.14,552.5902,554.4367,549.223,3324136302.00
26.02.14,552.3341,553.5338,550.6185,4272665750.00
25.02.14,551.4836,557.6368,550.5602,3445634370.00
24.02.14,556.52,556.5204,553.1605,2581000621.00
21.02.14,553.9704,555.5664,551.3292,3046920886.00
20.02.14,551.3737,551.3856,545.2231,3767373845.00
19.02.14,548.936,550.7388,546.6309,3061066954.00
18.02.14,548.0379,549.392,545.3555,3428827643.00
17.02.14,548.8668,549.9367,547.311,2543369369.00
14.02.14,547.281,547.5774,544.5407,3161765621.00
13.02.14,544.6594,548.808,541.9137,4656866757.00
12.02.14,548.2144,550.2451,546.1917,6187638408.00
11.02.14,550.4158,550.4158,547.2534,4027165378.00
10.02.14,547.2448,550.4515,546.2245,3411001327.00
07.02.14,548.5998,548.6098,536.163,5389831507.00
06.02.14,537.7728,538.7505,532.6683,4552957401.00
05.02.14,532.6492,535.8706,531.694,3755144311.00
04.02.14,534.6061,535.522,530.3859,3255283711.00
03.02.14,534.7063,540.3515,534.5526,2720740449.00
31.01.14,535.7275,541.969,533.7442,3515837424.00
30.01.14,539.9215,541.4108,534.5371,3671403246.00
29.01.14,537.2224,547.0322,534.6145,4508780788.00
28.01.14,543.6526,548.1461,540.2581,3706309040.00
27.01.14,544.344,548.0769,540.9819,3695051426.00
24.01.14,548.0967,558.8146,548.0967,3899418881.00
23.01.14,556.7202,563.0506,556.7202,3346624647.00
22.01.14,562.291,566.9455,562.0012,3209617871.00
21.01.14,565.1604,565.9097,561.437,3348090188.00
20.01.14,561.87,563.6502,560.8808,2176022342.00
17.01.14,563.186,566.1009,562.5184,4012941837.00
16.01.14,564.8215,564.8286,561.4813,3618665382.00
15.01.14,562.9492,563.0295,556.7674,3183759371.00
14.01.14,556.772,558.1857,553.6829,3177454004.00
13.01.14,558.2783,559.0969,556.3334,2941216476.00
10.01.14,556.5147,560.7956,553.6375,4289256449.00
09.01.14,553.6262,553.6262,549.9039,3399579482.00
08.01.14,550.2239,550.2239,546.2722,3535094697.00
07.01.14,547.0384,547.0384,543.9027,2802873290.00
06.01.14,546.5939,549.2978,545.4393,2290247549.00
03.01.14,547.7863,548.5518,544.6095,2630923575.00
02.01.14,546.9325,550.6781,546.3674,2944433801.00
30.12.13,548.8636,551.7048,548.4266,2242530663.00
27.12.13,549.7024,549.7425,544.2608,2033985453.00
23.12.13,544.245,544.7751,537.3037,2236763024.00
20.12.13,537.2662,537.2662,531.0955,4386837298.00
19.12.13,531.531,533.5962,527.9233,4619907816.00
18.12.13,527.9191,531.494,526.9842,3320800401.00
17.12.13,530.6026,531.0872,527.9532,2719549454.00
16.12.13,530.6311,531.0174,526.8741,2533842386.00
13.12.13,527.6754,528.9784,525.327,2532031863.00
12.12.13,525.3238,530.4073,524.229,2713183465.00
11.12.13,530.2726,534.8166,530.2726,2368987531.00
10.12.13,533.6918,537.2268,532.4032,2787213632.00
09.12.13,534.1622,536.4735,532.2125,2582978765.00
06.12.13,532.2309,534.7124,530.5937,3490594306.00
05.12.13,533.4419,534.0974,530.3765,3385058889.00
04.12.13,533.9778,538.7862,532.2653,3193179550.00
03.12.13,538.0661,543.4531,537.1817,3694096011.00
02.12.13,542.3678,543.2191,540.6348,2371940883.00
29.11.13,542.7862,545.3685,542.7832,3697236693.00
28.11.13,543.6097,544.4258,541.0466,2340429626.00
27.11.13,541.5323,541.9869,537.5777,3329773479.00
26.11.13,537.5083,540.9677,537.442,4712197278.00
25.11.13,538.6104,541.971,538.0881,2703335509.00
22.11.13,538.8187,541.5891,536.8501,2202580406.00
21.11.13,536.8082,540.5452,536.8082,3070160084.00
20.11.13,540.5452,543.7672,538.9699,2372350370.00
19.11.13,543.1105,544.7554,542.1469,2745668348.00
18.11.13,544.6902,546.1311,543.9611,2429761897.00
15.11.13,543.7354,543.9671,539.3905,2857201076.00
14.11.13,539.3878,540.7263,535.201,3162209116.00
13.11.13,535.1785,536.7182,532.7961,3052638581.00
12.11.13,536.7272,542.3291,536.2321,4297238515.00
11.11.13,542.3432,542.4317,537.9223,2036291235.00
08.11.13,537.9771,539.502,534.0019,2870196150.00
07.11.13,539.5268,543.3161,539.144,3300613499.00
06.11.13,542.8752,542.8752,533.9118,2926535261.00
05.11.13,534.275,538.629,533.3029,2925133382.00
04.11.13,536.7329,537.9085,535.0085,2773973216.00
01.11.13,534.9759,535.8296,531.2908,2768214255.00
31.10.13,532.3333,536.0907,529.63,3999077663.00
30.10.13,536.0486,541.0034,535.0097,3642657573.00
29.10.13,537.632,538.5228,534.217,2581165437.00
28.10.13,534.2346,539.5435,534.2346,2733661029.00
25.10.13,537.5771,537.5873,530.8821,3514626905.00
24.10.13,532.916,532.916,527.1988,3477203016.00
23.10.13,527.6246,528.8953,526.3254,3033069092.00
22.10.13,528.6931,528.9447,524.0624,3042983268.00
21.10.13,525.0351,525.0734,519.422,2653150415.00
18.10.13,519.4131,519.5229,514.1161,3141506507.00
17.10.13,514.0877,514.4198,511.595,2626374617.00
16.10.13,512.9773,513.0093,510.5558,2552904555.00
15.10.13,512.7285,512.947,506.9452,2454617837.00
14.10.13,507.0103,507.8678,505.0507,2024096168.00
11.10.13,505.0521,506.0637,502.864,2175131170.00
10.10.13,504.5236,504.5511,497.3517,2512869730.00
09.10.13,497.2848,498.4033,494.6189,2510182441.00
08.10.13,498.267,504.6613,498.1115,2810968081.00
07.10.13,504.308,507.5077,503.3604,1794605337.00
04.10.13,507.4598,508.7955,506.3427,1735596272.00
03.10.13,508.6921,508.8085,504.6243,1984707265.00
02.10.13,504.6559,504.9507,502.1408,2121905754.00
01.10.13,503.3347,504.403,501.586,2082553968.00
30.09.13,501.7601,508.1511,501.7392,2636815342.00
27.09.13,508.1511,511.2744,507.8542,2180967846.00
26.09.13,509.972,512.6665,509.1873,2506405396.00
25.09.13,510.4419,511.5799,507.7823,2292601812.00
24.09.13,508.7407,510.2667,508.4393,2414256896.00
23.09.13,508.9891,512.086,508.8473,1890657295.00
20.09.13,511.3016,512.2524,509.0282,2528787191.00
19.09.13,509.9819,511.8362,506.374,3098977366.00
18.09.13,506.3202,507.2484,504.6138,2122557675.00
17.09.13,505.9592,506.449,503.6022,2195700223.00
16.09.13,506.5545,509.0846,505.2346,2067730737.00
13.09.13,506.3839,507.0324,504.8791,2061469838.00
12.09.13,505.7265,508.0972,505.7265,2743058059.00
11.09.13,508.0691,508.7002,504.3442,2949607433.00
10.09.13,504.996,506.4574,503.4233,3036293261.00
09.09.13,503.4037,504.7561,502.3414,1917676734.00
06.09.13,502.8026,504.2187,500.9027,2539885730.00
05.09.13,503.047,503.6472,500.7784,2224783195.00
04.09.13,503.1223,503.8081,500.8448,2175503019.00
03.09.13,503.3831,504.6777,501.1926,2069472021.00
02.09.13,502.9657,503.5822,496.7737,1986976083.00
30.08.13,496.7849,502.9068,496.6995,3131208392.00
29.08.13,502.0077,502.898,499.9997,2745938725.00
28.08.13,500.4413,500.8243,495.3187,4126359811.00
27.08.13,496.7846,500.8004,495.9921,2754867388.00
26.08.13,500.7996,503.3572,499.5706,1238011860.00
23.08.13,501.2401,502.5563,500.5486,2178992724.00
22.08.13,502.0976,502.6985,497.386,2434203254.00
21.08.13,498.2521,499.8003,497.3837,2366985349.00
20.08.13,498.2555,503.38,497.1698,2418205472.00
19.08.13,503.5083,503.5779,500.6959,2203704191.00
16.08.13,501.6691,501.9754,499.4564,2038730362.00
15.08.13,499.8019,504.0087,498.4216,2441837363.00
14.08.13,503.5277,503.5458,500.8448,3181085235.00
13.08.13,500.3644,501.4814,499.6148,2126522648.00
12.08.13,500.067,502.1732,498.293,1754226830.00
09.08.13,500.5126,502.225,499.4891,1901559636.00
08.08.13,499.4581,499.6032,494.4406,1998613118.00
07.08.13,494.567,495.3994,491.3775,2195213352.00
06.08.13,494.0267,497.2259,493.4977,2220834935.00
05.08.13,497.1849,499.889,496.4658,1750973562.00
02.08.13,497.2925,499.4541,495.6617,1991276568.00
01.08.13,497.7708,497.7708,493.6134,2313369691.00
31.07.13,495.365,496.4351,493.4572,2404931086.00
30.07.13,493.456,495.8911,491.8617,2122710329.00
29.07.13,494.2548,495.2226,491.8643,1505208055.00
26.07.13,494.2154,497.2887,493.7472,1748601637.00
25.07.13,496.1578,498.979,494.6016,2028480126.00
24.07.13,498.0328,499.34,495.6189,1897284155.00
23.07.13,497.613,498.1369,496.2971,1695401811.00
22.07.13,496.2863,497.2313,495.404,1812445206.00
19.07.13,496.1791,496.8876,491.6947,2330910206.00
18.07.13,491.7519,495.1138,489.7031,2685414577.00
17.07.13,495.0713,495.4655,490.6429,2122837390.00
16.07.13,493.5595,494.5297,492.2228,2031600925.00
15.07.13,494.2629,494.7433,491.2009,1648851712.00
12.07.13,491.9032,494.0426,491.2953,1898292902.00
11.07.13,493.3738,493.3738,485.685,3109583539.00
10.07.13,485.6844,485.6922,481.7475,2090546688.00
09.07.13,482.2981,485.8576,482.2883,2591687453.00
08.07.13,482.1802,483.1156,479.031,2359539208.00
05.07.13,479.0707,482.9912,478.4813,2269176754.00
04.07.13,478.5479,478.5479,471.3187,2007120042.00
03.07.13,470.9273,476.8945,470.598,2153238659.00
02.07.13,476.8633,476.9466,472.7046,2307803982.00
01.07.13,473.8907,473.8907,467.9999,2250334155.00
28.06.13,468.7921,473.9834,467.7599,2788964315.00
27.06.13,470.6283,473.747,466.2547,3876468476.00
26.06.13,470.774,472.9149,465.7189,2464986906.00
25.06.13,465.9447,467.8569,457.968,3932261396.00
24.06.13,457.9754,471.34,457.9754,3590423894.00
21.06.13,471.2343,474.8771,470.8812,3230477376.00
20.06.13,471.346,477.1098,470.455,3201575232.00
19.06.13,477.2287,481.5629,476.5416,2622133706.00
18.06.13,481.2142,481.2452,476.4885,2791827842.00
17.06.13,478.0682,478.4952,473.9873,2355835148.00
14.06.13,474.0312,477.9913,472.8942,2498037430.00
13.06.13,472.8643,474.2269,466.5994,2454333130.00
12.06.13,474.0325,476.698,469.9689,2357454163.00
11.06.13,470.0127,478.657,470.0017,3214814740.00
10.06.13,478.348,482.7317,477.9031,2502918095.00
07.06.13,480.7831,481.5795,474.0548,2830961438.00
06.06.13,479.7037,484.0371,479.4137,2066154058.00
05.06.13,482.8894,487.4743,482.8729,2441904446.00
04.06.13,486.573,491.8503,486.1396,2490469779.00
03.06.13,488.5053,491.8058,486.5057,2449483928.00
31.05.13,491.709,493.7518,488.8919,3397255664.00
30.05.13,491.9731,494.5987,490.6354,2555888908.00
29.05.13,491.7487,496.238,491.6538,2349479859.00
28.05.13,496.2343,496.6851,491.2564,2714422621.00
27.05.13,491.2552,491.2552,487.1479,1238351083.00
24.05.13,487.1479,490.2783,486.1382,2781955674.00
23.05.13,486.1211,494.2165,483.406,3685031139.00
22.05.13,494.4545,495.5093,492.6426,2460454759.00
21.05.13,494.3588,494.4883,489.2785,4169727619.00
16.05.13,489.2748,490.6902,488.2542,3490978882.00
15.05.13,488.4997,489.8004,486.4476,3292515667.00
14.05.13,488.8734,491.0214,486.072,2864131083.00
13.05.13,489.4567,489.8565,487.9517,2507448002.00
10.05.13,488.1554,490.942,487.53,2727287137.00
08.05.13,487.8252,489.3419,485.9267,2556233070.00
07.05.13,485.9746,486.5964,483.2937,2962765712.00
06.05.13,485.1077,485.8638,482.8349,2082070250.00
03.05.13,483.7119,483.7119,476.5004,3347667062.00
02.05.13,476.5004,480.0243,474.3489,4312277925.00
30.04.13,480.1342,480.3527,477.5678,3587253944.00
29.04.13,477.9254,481.1913,476.5135,3185975628.00
26.04.13,480.6783,480.8971,477.3748,2894012248.00
25.04.13,480.3335,480.3335,473.8274,3790146506.00
24.04.13,474.4636,475.0427,471.1362,3362102585.00
23.04.13,471.3728,471.3728,464.8726,2978322949.00
22.04.13,465.0135,468.0289,464.9058,2907115765.00
19.04.13,465.9876,466.9797,460.7633,2753173059.00
18.04.13,460.7319,462.8889,456.9996,3264514121.00
17.04.13,457.235,465.6089,457.235,2759309809.00
16.04.13,462.8556,463.4277,458.5194,3041807763.00
15.04.13,463.1574,470.8338,462.8524,2771937805.00
12.04.13,470.2456,473.5794,469.6078,2354458772.00
11.04.13,473.5444,475.8038,472.5211,2291974238.00
10.04.13,472.5211,472.5356,468.0986,2678829949.00
09.04.13,468.0939,470.2087,466.565,2255180977.00
08.04.13,466.3783,467.3799,463.15,1961108278.00
05.04.13,463.095,472.6057,461.8318,3030741031.00
04.04.13,471.0948,476.4233,470.69,2868470031.00
03.04.13,476.4071,478.4875,473.6999,2674342167.00
02.04.13,475.0218,476.0226,470.1445,3395859188.00
27.03.13,471.2112,474.1928,470.1028,1388439582.00
26.03.13,472.3003,473.9102,470.4126,1967121511.00
25.03.13,471.3439,477.9392,471.3319,2117813945.00
22.03.13,474.6105,475.7854,472.4407,2905848331.00
21.03.13,474.1281,478.2804,472.4941,2771173004.00
20.03.13,475.8843,479.9683,475.1245,2750587075.00
19.03.13,477.4865,480.8491,477.4489,2396354021.00
18.03.13,479.1006,480.4394,473.7732,2680917897.00
15.03.13,480.4466,483.828,479.0515,4914816483.00
14.03.13,482.0804,482.0804,477.9869,3060281192.00
13.03.13,478.5111,481.6157,478.3702,2523523750.00
12.03.13,480.923,482.3359,477.9792,2816088293.00
11.03.13,479.3692,479.3692,476.7918,2555090984.00
08.03.13,478.941,480.6506,475.8495,2446322537.00
07.03.13,475.8823,479.3016,475.8823,2609808148.00
06.03.13,477.0907,480.1277,477.0686,2534612478.00
05.03.13,479.0393,479.2662,472.5723,3433786409.00
04.03.13,471.7906,472.8873,469.4126,2379028404.00
01.03.13,471.8564,475.5858,471.3803,2569615777.00
28.02.13,473.073,475.8692,472.5524,3104061409.00
27.02.13,472.5539,474.805,470.6245,2687160517.00
26.02.13,471.8362,474.7303,467.0212,2438960750.00
25.02.13,474.7303,475.6447,471.1226,2366859869.00
22.02.13,471.0962,472.9135,468.9044,3052381923.00
21.02.13,469.7826,476.4204,468.691,3186761825.00
20.02.13,476.4653,476.4912,473.8346,2405539501.00
19.02.13,474.9241,475.0374,470.7951,2385356357.00
18.02.13,470.8132,471.3556,469.2739,1940143423.00
15.02.13,471.095,471.2989,468.8594,3571639493.00
14.02.13,469.8739,473.0931,469.6082,3349227681.00
13.02.13,472.6032,472.7259,470.224,3652560727.00
12.02.13,471.7042,471.7042,467.8806,3339040708.00
11.02.13,468.1194,472.2531,468.1194,2553809245.00
08.02.13,472.278,472.3191,469.1263,3216262460.00
07.02.13,469.2361,471.3403,463.945,4112099013.00
06.02.13,463.9702,469.6809,463.9599,2772898002.00
05.02.13,467.0042,468.3251,463.6085,2519956717.00
04.02.13,468.6182,472.5989,468.0831,2483860398.00
01.02.13,470.6913,470.6913,464.3277,2655739058.00
31.01.13,465.7858,468.3389,465.7858,2834678670.00
30.01.13,467.6149,468.72,465.8533,3685179384.00
29.01.13,468.207,469.0371,467.3891,2059101489.00
28.01.13,467.3832,471.9672,467.3709,2329407119.00
25.01.13,471.2428,472.421,468.2321,2470579320.00
24.01.13,469.3524,470.3297,467.5189,2540015048.00
23.01.13,468.8024,468.8776,463.6521,2550084709.00
22.01.13,465.2457,468.3056,464.3043,2516563652.00
21.01.13,467.9722,468.319,466.6197,1633457117.00
18.01.13,467.5749,468.6057,465.0123,2777450878.00
17.01.13,466.104,466.2076,460.9426,3289236835.00
16.01.13,461.3369,461.5491,457.3742,3002582586.00
15.01.13,459.1593,460.7226,457.4013,2642806467.00
14.01.13,459.9452,461.1758,458.1631,2467526028.00
11.01.13,458.1561,460.5608,457.1039,2358055831.00
10.01.13,458.8449,460.0353,457.8418,2608459586.00
09.01.13,458.2314,458.8253,455.9293,2440548136.00
08.01.13,456.0358,457.5578,454.0139,2681725337.00
07.01.13,454.1065,458.6116,453.3019,2101696208.00
04.01.13,456.973,457.0257,454.0676,2499735833.00
03.01.13,455.2648,455.5172,453.3663,2294471984.00
02.01.13,454.5028,454.5218,444.1101,2381725592.00
28.12.12,444.0877,449.2283,443.2298,1584463923.00
27.12.12,447.5501,449.5541,447.4642,1225011039.00
21.12.12,448.7471,448.7808,443.6547,2543864479.00
20.12.12,446.6364,449.7532,446.4683,2795720965.00
19.12.12,449.7613,451.1376,445.7553,3162175185.00
18.12.12,445.728,446.7014,443.5125,2871044222.00
17.12.12,443.4924,445.3185,441.2115,2280708384.00
14.12.12,445.1624,447.4557,443.8746,2076071665.00
13.12.12,445.6896,447.5183,445.0113,2412992614.00
