Date,Open,High,Low,Close,Adj Close,Volume
2014-03-02,null,null,null,null,null,null
2014-03-09,77.500000,79.000000,75.500000,75.750000,55.125404,766349
2014-03-16,75.750000,79.750000,75.500000,78.500000,57.126656,1229557
2014-03-23,77.750000,84.750000,77.500000,84.250000,61.311089,1363877
2014-03-30,85.000000,87.250000,82.750000,83.250000,60.583359,969938
2014-04-06,82.250000,84.000000,80.000000,80.500000,58.582108,728227
2014-04-13,80.500000,82.500000,80.500000,81.500000,59.309845,243018
2014-04-20,81.500000,84.500000,81.500000,83.500000,60.765293,344643
2014-04-27,83.500000,86.000000,83.250000,85.250000,62.038822,402885
2014-05-04,85.000000,86.250000,83.250000,85.250000,62.038822,412634
2014-05-11,85.750000,93.000000,85.500000,90.000000,65.495529,933574
2014-05-18,90.000000,95.500000,89.250000,93.500000,68.042587,912320
2014-05-25,95.000000,95.000000,92.250000,95.000000,69.134171,1640153
2014-06-01,95.250000,98.250000,88.500000,90.750000,66.041321,1052172
2014-06-08,90.750000,95.250000,89.000000,94.000000,74.487022,748908
2014-06-15,93.750000,105.000000,93.000000,103.000000,81.618759,1675184
2014-06-22,102.500000,107.000000,101.500000,106.500000,84.392212,986517
2014-06-29,106.500000,113.500000,106.000000,112.000000,88.750488,790557
2014-07-06,112.500000,117.500000,111.000000,111.500000,88.354279,814934
2014-07-13,112.000000,119.500000,112.000000,118.000000,93.504982,860294
2014-07-20,118.500000,126.000000,117.000000,123.500000,97.863258,604892
2014-07-27,124.000000,124.500000,118.500000,122.500000,97.070847,649484
2014-08-03,121.000000,122.500000,103.500000,107.000000,84.788414,2268978
2014-08-10,107.500000,110.500000,104.000000,106.000000,83.996002,780884
2014-08-17,106.500000,114.000000,105.500000,111.000000,87.958076,778276
2014-08-24,112.000000,119.500000,110.500000,115.000000,91.127731,803738
2014-08-31,115.000000,118.000000,112.000000,115.500000,91.523941,516671
2014-09-07,115.500000,115.500000,110.000000,110.000000,87.165665,351870
2014-09-14,110.000000,114.500000,109.500000,114.500000,90.731522,311258
2014-09-21,113.500000,114.500000,109.000000,112.500000,89.146690,380707
2014-09-28,113.000000,114.000000,106.000000,108.000000,85.580826,446021
2014-10-05,109.500000,111.000000,90.000000,106.000000,83.996002,636538
2014-10-12,104.000000,111.000000,102.500000,108.500000,85.977043,681683
2014-10-19,111.000000,122.500000,110.000000,121.000000,95.882225,858665
2014-10-26,121.500000,123.000000,118.500000,121.500000,96.278427,328806
2014-11-02,120.000000,130.000000,120.000000,124.000000,98.259468,535157
2014-11-09,125.000000,129.000000,125.000000,126.000000,99.844307,525742
2014-11-16,126.500000,129.500000,122.500000,127.000000,100.636719,644753
2014-11-23,127.000000,131.000000,116.500000,120.500000,95.486008,1239748
2014-11-30,121.500000,125.000000,119.000000,123.000000,97.467056,821329
2014-12-07,122.000000,122.500000,117.500000,118.000000,93.504982,806038
2014-12-14,117.500000,121.000000,110.000000,118.500000,93.901184,1077806
2014-12-21,120.500000,128.000000,120.500000,127.500000,101.032921,403838
