Date,Open,High,Low,Close,Adj Close,Volume
2014-12-28,129.000000,131.500000,126.000000,130.000000,103.013962,390857
2015-01-04,130.000000,134.000000,127.500000,132.500000,104.995003,870893
2015-01-11,133.500000,136.500000,125.000000,128.500000,101.825333,842173
2015-01-18,129.000000,132.500000,115.500000,117.000000,92.712555,1389876
2015-01-25,115.000000,120.000000,114.500000,119.500000,94.693604,765009
2015-02-01,119.500000,121.500000,111.500000,114.000000,90.335320,1001817
2015-02-08,114.000000,116.000000,110.000000,113.500000,89.939110,585542
2015-02-15,113.500000,114.500000,95.000000,111.500000,88.354279,689425
2015-02-22,111.000000,125.500000,111.000000,125.500000,99.448090,989744
2015-03-01,126.000000,127.000000,121.500000,124.000000,98.259468,686824
2015-03-08,123.500000,125.500000,121.000000,124.500000,98.655678,487929
2015-03-15,125.000000,125.000000,117.500000,124.500000,98.655678,725876
2015-03-22,122.500000,126.000000,113.000000,114.000000,90.335320,1208554
2015-03-29,114.000000,119.500000,114.000000,117.000000,92.712555,266055
2015-04-05,117.000000,121.000000,117.000000,120.000000,95.089806,681401
2015-04-12,119.000000,122.000000,116.000000,118.000000,93.504982,955171
2015-04-19,119.000000,126.000000,117.000000,125.000000,99.051880,864701
2015-04-26,126.000000,129.500000,119.500000,122.500000,97.070847,621715
2015-05-03,121.500000,123.000000,115.000000,116.000000,91.920151,569264
2015-05-10,118.000000,119.500000,115.000000,118.000000,93.504982,537268
2015-05-17,117.000000,124.500000,116.500000,124.000000,98.259468,673577
2015-05-24,124.000000,126.000000,122.000000,126.000000,99.844307,454848
2015-05-31,126.000000,127.000000,115.000000,117.000000,92.712555,607396
2015-06-07,118.500000,118.500000,113.000000,116.500000,100.343864,454786
2015-06-14,117.500000,118.000000,111.500000,113.000000,97.329247,856531
2015-06-21,113.500000,119.500000,113.500000,118.000000,101.635841,609577
2015-06-28,115.000000,117.000000,113.500000,117.000000,100.774521,459794
2015-07-05,115.500000,122.000000,114.000000,121.500000,104.650467,551592
2015-07-12,122.500000,126.500000,121.000000,125.500000,108.095749,502885
2015-07-19,126.500000,127.000000,123.000000,126.000000,108.526413,449040
2015-07-26,126.000000,130.000000,122.500000,129.000000,111.110374,517658
2015-08-02,130.000000,135.000000,129.000000,133.000000,114.555656,653811
2015-08-09,134.000000,136.500000,128.000000,133.000000,114.555656,825716
2015-08-16,134.500000,139.500000,129.000000,129.000000,111.110374,1919449
2015-08-23,124.000000,128.000000,118.500000,122.500000,105.511787,2052834
2015-08-30,123.000000,126.000000,121.500000,123.000000,105.942451,734573
2015-09-06,123.000000,130.500000,122.500000,129.500000,111.541039,783422
2015-09-13,129.000000,135.000000,127.500000,134.000000,115.416977,560822
2015-09-20,133.500000,135.000000,128.500000,134.500000,115.847633,709662
2015-09-27,134.000000,139.000000,131.000000,134.500000,115.847633,523398
2015-10-04,137.000000,143.000000,134.500000,134.500000,115.847633,1060685
2015-10-11,135.500000,137.500000,124.500000,125.500000,108.095749,908971
2015-10-18,126.500000,135.500000,125.000000,134.000000,115.416977,820069
2015-10-25,135.500000,141.500000,133.500000,139.000000,119.723579,677871
2015-11-01,139.000000,142.500000,137.500000,139.000000,119.723579,781089
2015-11-08,139.000000,145.000000,138.500000,141.000000,121.446228,990665
2015-11-15,140.500000,143.500000,137.500000,142.500000,122.738205,789725
2015-11-22,144.000000,144.500000,138.000000,142.500000,122.738205,686402
2015-11-29,143.500000,151.500000,142.500000,149.000000,128.336792,796345
2015-12-06,150.000000,152.000000,140.000000,141.500000,121.876892,674861
2015-12-13,140.000000,148.000000,136.000000,146.000000,125.752815,714060
2015-12-20,146.000000,149.500000,146.000000,149.000000,128.336792,315395
2015-12-27,149.500000,158.000000,149.000000,155.000000,133.504715,319290
2016-01-03,154.500000,154.500000,145.000000,149.500000,128.767456,685630
2016-01-10,150.500000,169.000000,147.500000,166.500000,143.409897,1013945
2016-01-17,165.500000,169.500000,160.000000,165.000000,142.117920,1326289
2016-01-24,168.000000,174.500000,160.000000,170.500000,146.855179,1383342
2016-01-31,170.500000,172.000000,159.500000,162.500000,139.964630,1097898
2016-02-07,163.000000,163.500000,151.000000,159.500000,137.380661,785158
2016-02-14,163.500000,172.500000,158.500000,172.500000,148.577820,1539213
2016-02-21,173.500000,186.500000,173.000000,182.500000,157.191025,1219253
2016-02-28,182.500000,188.500000,173.500000,188.500000,162.358963,903585
2016-03-06,189.000000,198.000000,183.000000,195.500000,168.388184,1153911
2016-03-13,200.000000,200.000000,192.500000,198.500000,170.972168,917568
2016-03-20,198.500000,206.000000,196.500000,204.000000,175.709427,314189
2016-03-27,204.000000,210.000000,198.500000,201.500000,173.556122,826945
2016-04-03,203.000000,214.000000,202.000000,207.000000,178.293396,740762
2016-04-10,207.000000,212.000000,199.500000,204.500000,176.140091,694573
2016-04-17,204.500000,206.000000,185.000000,190.500000,164.081589,1032338
2016-04-24,192.500000,200.500000,188.000000,200.000000,172.264145,628257
2016-05-01,200.000000,207.000000,195.000000,206.000000,177.432068,520700
2016-05-08,208.000000,229.000000,205.000000,227.000000,195.519806,1261052
2016-05-15,227.000000,229.000000,221.000000,227.000000,195.519806,799760
2016-05-22,227.500000,245.000000,226.000000,240.000000,206.716965,1066951
2016-05-29,240.500000,261.000000,240.000000,256.000000,220.498108,1131384
2016-06-05,261.000000,263.000000,243.000000,247.000000,212.746201,1071712
2016-06-12,243.500000,248.500000,233.500000,237.000000,212.499115,1821871
2016-06-19,240.899994,255.000000,229.000000,243.300003,218.147827,1291928
2016-06-26,242.899994,257.000000,236.800003,256.299988,229.803879,1478946
2016-07-03,257.500000,260.000000,245.800003,260.000000,233.121399,954775
2016-07-10,260.000000,272.200012,257.600006,262.500000,235.362946,902075
2016-07-17,261.500000,268.899994,255.199997,260.799988,233.838669,684841
2016-07-24,261.000000,262.700012,253.500000,262.500000,235.362946,681144
2016-07-31,263.000000,264.700012,256.500000,259.200012,232.404099,521545
2016-08-07,258.299988,263.000000,248.300003,253.300003,227.114029,701184
2016-08-14,249.000000,250.199997,212.100006,215.399994,193.132095,2030007
2016-08-21,216.300003,232.000000,215.500000,228.800003,205.146820,1221879
2016-08-28,228.500000,236.500000,227.600006,235.300003,210.974869,813612
2016-09-04,236.800003,241.899994,226.600006,226.600006,203.174255,855181
2016-09-11,224.500000,238.500000,221.699997,238.399994,213.754364,968212
2016-09-18,238.500000,249.800003,232.800003,246.800003,221.286011,840765
2016-09-25,240.000000,244.199997,228.100006,244.000000,218.775467,1499824
2016-10-02,245.000000,251.800003,242.500000,247.300003,221.734314,805767
2016-10-09,247.399994,254.500000,245.899994,252.899994,226.755386,898614
2016-10-16,250.000000,265.000000,250.000000,263.899994,236.618210,879722
2016-10-23,265.000000,274.000000,263.899994,273.100006,244.867126,804911
2016-10-30,270.500000,273.600006,260.700012,261.700012,234.645660,773834
2016-11-06,264.200012,272.000000,260.100006,263.799988,236.528549,661776
2016-11-13,266.000000,275.899994,252.300003,262.500000,235.362946,1422197
2016-11-20,263.000000,269.700012,260.700012,264.200012,236.887207,985509
2016-11-27,264.299988,270.000000,258.299988,262.299988,235.183609,671642
2016-12-04,262.299988,266.200012,259.100006,260.600006,233.659363,651256
2016-12-11,260.000000,265.299988,257.200012,261.600006,234.555984,912769
2016-12-18,261.000000,265.500000,250.100006,255.199997,228.817612,991075
2016-12-25,255.199997,260.399994,255.199997,258.100006,231.417816,300065
2017-01-01,257.299988,259.700012,240.199997,243.300003,218.147827,743035
2017-01-08,243.300003,244.500000,232.000000,235.500000,211.154190,879851
2017-01-15,235.600006,242.100006,231.500000,239.800003,215.009644,905735
2017-01-22,245.500000,246.000000,233.199997,236.399994,211.961136,918605
2017-01-29,236.000000,240.699997,232.699997,236.899994,212.409454,584857
2017-02-05,237.000000,242.000000,233.199997,238.699997,214.023361,599025
2017-02-12,239.500000,241.199997,215.000000,219.199997,196.539261,1989787
2017-02-19,220.600006,224.600006,214.000000,217.899994,195.373642,881651
2017-02-26,219.000000,219.199997,207.500000,209.899994,188.200684,1088288
2017-03-05,209.000000,214.899994,203.600006,211.500000,189.635300,1257847
2017-03-12,212.500000,214.800003,208.000000,208.399994,186.855759,744868
2017-03-19,207.300003,210.600006,197.300003,197.300003,176.903275,921302
2017-03-26,196.899994,196.899994,181.699997,185.199997,166.054153,1790167
2017-04-02,186.300003,188.100006,177.199997,184.199997,165.157532,1643168
2017-04-09,185.399994,190.000000,184.600006,188.199997,168.744019,780821
2017-04-16,188.199997,194.500000,186.199997,189.899994,170.268265,1634242
2017-04-23,190.000000,205.600006,186.000000,203.699997,182.641647,1465266
2017-04-30,203.699997,214.000000,203.000000,214.000000,191.876831,1058360
2017-05-07,214.199997,225.699997,210.199997,219.899994,197.166901,2130006
2017-05-14,219.000000,229.300003,216.600006,228.800003,205.146820,1261037
2017-05-21,228.199997,229.399994,221.000000,222.600006,199.587769,1001624
2017-05-28,222.500000,234.699997,218.199997,233.699997,209.540253,1114444
2017-06-04,233.699997,236.000000,219.000000,220.899994,198.063522,1074977
2017-06-11,220.699997,222.399994,209.100006,215.000000,203.193649,1241494
2017-06-18,215.000000,226.100006,209.699997,218.800003,206.784973,1384678
2017-06-25,220.000000,221.399994,200.300003,207.100006,195.727463,1112752
2017-07-02,207.100006,207.399994,198.399994,201.899994,190.813004,912079
2017-07-09,204.500000,205.899994,195.800003,198.800003,187.883240,780279
2017-07-16,199.300003,204.899994,196.000000,196.199997,185.426010,1011333
2017-07-23,196.500000,209.899994,196.399994,204.199997,192.986710,801089
2017-07-30,204.100006,219.699997,200.399994,219.399994,207.352020,1082943
2017-08-06,219.199997,219.199997,212.600006,214.100006,202.343079,793699
2017-08-13,213.000000,225.100006,212.000000,223.300003,211.037872,974116
2017-08-20,223.199997,230.899994,217.300003,221.300003,209.147690,1496829
2017-08-27,221.500000,225.500000,218.199997,224.500000,212.171967,852770
2017-09-03,224.000000,233.000000,221.300003,225.500000,213.117050,885385
2017-09-10,225.500000,230.800003,223.699997,227.800003,215.290756,869760
2017-09-17,228.000000,229.800003,219.600006,226.199997,213.778610,685618
2017-09-24,225.100006,228.199997,216.899994,225.000000,212.644516,876759
2017-10-01,225.500000,237.600006,225.000000,231.199997,218.504044,1374675
2017-10-08,231.300003,246.399994,230.199997,245.100006,231.640762,1027439
2017-10-15,245.100006,250.000000,242.000000,249.800003,236.082672,1156274
2017-10-22,249.500000,257.100006,241.899994,244.800003,231.357239,1307211
2017-10-29,242.000000,247.600006,234.699997,238.199997,225.119659,1583386
2017-11-05,238.199997,245.899994,229.199997,234.199997,221.339310,1234428
2017-11-12,235.800003,264.700012,232.600006,249.899994,236.177170,2144724
2017-11-19,249.000000,267.000000,244.300003,245.600006,232.113297,1332204
2017-11-26,245.600006,249.600006,236.699997,243.399994,230.034103,1362398
2017-12-03,245.000000,252.300003,242.100006,245.800003,232.302322,1125590
2017-12-10,247.699997,258.000000,238.199997,243.399994,230.034103,1672416
2017-12-17,243.500000,247.500000,230.399994,237.899994,224.836121,1621379
2017-12-24,237.899994,247.500000,236.899994,246.800003,233.247406,356168
2017-12-31,246.800003,248.000000,234.199997,245.000000,231.546249,701953
2018-01-07,245.000000,245.000000,226.399994,227.199997,214.723694,1004842
2018-01-14,226.600006,229.399994,213.800003,216.399994,204.516754,1062986
2018-01-21,216.000000,222.199997,206.199997,210.800003,199.224289,1103193
2018-01-28,211.199997,222.800003,204.199997,221.199997,209.053177,1290665
2018-02-04,221.199997,235.000000,212.000000,231.600006,218.882095,1593877
2018-02-11,232.000000,258.000000,229.199997,257.799988,243.643341,1874157
2018-02-18,256.600006,288.399994,252.199997,287.799988,271.995941,1850875
2018-02-25,287.200012,290.799988,273.200012,278.000000,262.734100,1410394
2018-03-04,276.799988,307.600006,274.600006,301.799988,285.227173,2000958
2018-03-11,303.000000,318.200012,288.000000,293.399994,277.288452,5201298
2018-03-18,293.399994,309.000000,289.200012,305.000000,288.251434,1764413
2018-03-25,306.799988,323.200012,303.600006,321.200012,303.561859,788226
2018-04-01,321.200012,333.600006,318.200012,330.600006,312.445679,1723774
2018-04-08,331.399994,356.200012,329.000000,352.200012,332.859558,2351810
2018-04-15,353.000000,379.600006,348.600006,365.600006,345.523712,2264984
2018-04-22,365.000000,404.200012,365.000000,403.200012,381.058990,1822908
2018-04-29,394.000000,397.799988,366.000000,391.200012,369.717926,2344546
2018-05-06,390.600006,403.200012,379.600006,389.200012,367.827759,1215818
2018-05-13,390.600006,395.000000,355.200012,372.399994,351.950287,2448259
2018-05-20,372.399994,374.799988,350.000000,354.000000,334.560699,1569813
2018-05-27,353.200012,365.200012,348.000000,350.200012,330.969391,1584546
2018-06-03,350.000000,357.600006,328.600006,345.799988,326.810974,1460233
2018-06-10,348.200012,363.000000,341.200012,358.600006,358.600006,1581954
2018-06-17,358.799988,358.799988,343.000000,348.600006,348.600006,1078346
2018-06-24,349.200012,354.399994,334.399994,341.799988,341.799988,1146693
2018-07-01,340.399994,362.000000,338.200012,360.200012,360.200012,1108984
2018-07-08,362.000000,366.600006,355.200012,362.799988,362.799988,885971
2018-07-15,362.200012,376.600006,358.600006,372.399994,372.399994,561456
2018-07-22,374.000000,393.600006,370.399994,389.799988,389.799988,716075
2018-07-29,389.600006,440.000000,388.000000,417.200012,417.200012,1698653
2018-08-05,417.000000,446.399994,414.600006,417.399994,417.399994,1642865
2018-08-12,416.600006,425.000000,409.000000,424.000000,424.000000,1142030
2018-08-19,425.000000,433.399994,395.200012,399.000000,399.000000,1828930
2018-08-26,398.200012,411.000000,394.600006,404.200012,404.200012,1134248
2018-09-02,405.000000,412.799988,397.799988,398.799988,398.799988,955212
2018-09-09,398.799988,416.000000,398.799988,411.600006,411.600006,839152
2018-09-16,412.200012,420.799988,403.000000,404.000000,404.000000,823353
2018-09-23,403.000000,419.000000,402.200012,406.200012,406.200012,886133
2018-09-30,406.200012,448.000000,406.000000,434.000000,434.000000,1344292
2018-10-07,425.000000,435.799988,404.000000,429.399994,429.399994,1518589
2018-10-14,430.000000,448.600006,428.200012,441.200012,441.200012,914120
2018-10-21,441.600006,445.799988,418.799988,427.200012,427.200012,1102368
2018-10-28,427.399994,449.399994,425.799988,449.000000,449.000000,1224155
2018-11-04,451.200012,507.000000,440.000000,505.000000,505.000000,1303745
2018-11-11,490.799988,522.500000,478.799988,487.000000,487.000000,2064708
2018-11-18,488.000000,501.500000,460.600006,465.200012,465.200012,1609369
2018-11-25,467.200012,493.399994,459.600006,484.600006,484.600006,1319060
2018-12-02,492.200012,492.200012,461.799988,470.000000,470.000000,1227552
2018-12-09,470.000000,478.200012,446.799988,446.799988,446.799988,1479401
2018-12-16,449.200012,481.600006,442.399994,446.799988,446.799988,1731037
2018-12-23,446.799988,450.600006,427.799988,428.000000,428.000000,531536
2018-12-30,428.000000,438.600006,416.600006,433.399994,433.399994,947981
2019-01-06,436.799988,437.600006,416.399994,428.000000,428.000000,875424
2019-01-13,426.200012,443.600006,421.600006,443.000000,443.000000,825220
2019-01-20,445.200012,454.000000,436.200012,440.000000,440.000000,653379
2019-01-27,436.000000,452.000000,430.000000,430.000000,430.000000,725107
2019-02-03,432.000000,452.799988,429.399994,430.000000,430.000000,962401
2019-02-10,433.799988,458.000000,425.799988,443.200012,443.200012,1235010
2019-02-17,446.000000,446.399994,416.600006,429.600006,429.600006,1198968
2019-02-24,429.600006,436.399994,410.200012,415.399994,415.399994,932171
2019-03-03,415.399994,444.399994,413.200012,429.399994,429.399994,889205
